project_id,project_name,ministry,city,budget_usd,start_date,end_date,status,lead_official
PJ414,Erbil Public Energy Project 414,M673,Erbil,110817632,2025-11-18,2026-10-21,planned,Eng. Zhyan Jamal Nasser
PJ415,Zakho Integrated Health Project 415,M552,Zakho,23873261,2024-01-13,2027-03-18,delayed,Dr. Tara Ihsan Nasser
PJ416,Halabja Regional Infrastructure Project 416,M732,Halabja,92039199,2024-08-27,2027-07-20,completed,Dr. Avan Saber Karim
PJ417,Duhok Public Housing Project 417,M274,Duhok,76799304,2024-08-29,2025-07-20,completed,Gen. Xezal Bakr Ali
PJ418,Erbil Smart Transport Project 418,M676,Erbil,5932773,2023-04-11,2027-02-23,active,Gen. Xezal Aziz Qadir
PJ419,Zakho National Culture Project 419,M520,Zakho,102983423,2022-10-15,2027-04-12,delayed,Eng. Rozhan Farid Saeed
PJ420,Duhok Smart Transport Project 420,M326,Duhok,25701242,2025-07-23,2028-10-01,planned,Eng. Aryan Raber Karim
PJ421,Halabja Public Health Project 421,M033,Halabja,98569844,2023-03-23,2024-03-08,delayed,Gen. Karwan Aziz Othman
PJ422,Erbil National Water Project 422,M952,Erbil,31758250,2022-11-05,2025-03-21,completed,Eng. Bestun Ihsan Hassan
PJ423,Sulaymaniyah Digital Housing Project 423,M220,Sulaymaniyah,56632733,2023-08-14,2024-10-11,planned,Dr. Dashni Jalal Mahmoud
PJ424,Sulaymaniyah Regional Culture Project 424,M714,Sulaymaniyah,44824703,2025-09-07,2026-06-06,planned,Gen. Helin Jamal Hama
PJ425,Erbil National Education Project 425,M423,Erbil,70125462,2025-06-10,2025-12-14,completed,Eng. Wrya Fuad Mustafa
PJ426,Duhok Smart Health Project 426,M815,Duhok,86409189,2022-05-21,2023-04-09,delayed,Eng. Zeynep Bakr Rashid
PJ427,Erbil Digital Housing Project 427,M030,Erbil,118787340,2024-01-05,2024-09-10,active,Dr. Bestun Bakr Karim
PJ428,Duhok National Education Project 428,M883,Duhok,63237585,2024-01-27,2025-12-27,planned,Gen. Fuad Ihsan Qadir
PJ429,Erbil Smart Infrastructure Project 429,M687,Erbil,42821567,2025-08-15,2027-08-24,completed,Dr. Fuad Latif Tahir
PJ430,Halabja Regional Transport Project 430,M140,Halabja,99129049,2025-01-02,2028-02-22,planned,Eng. Rami Jamal Rashid
PJ431,Halabja Smart Transport Project 431,M520,Halabja,84755805,2022-02-13,2026-01-29,completed,Eng. Rozhan Farid Saeed
PJ432,Zakho National Health Project 432,M160,Zakho,100267616,2022-02-26,2024-07-11,completed,Dr. Wrya Bakr Karim
PJ433,Duhok Smart Energy Project 433,M852,Duhok,66264580,2024-02-27,2026-03-14,delayed,Dr. Xezal Rebaz Mustafa
PJ434,Halabja Digital Education Project 434,M835,Halabja,29036947,2022-08-08,2023-09-08,active,Dr. Kamaran Nawzad Mustafa
PJ435,Duhok Regional Energy Project 435,M311,Duhok,56743743,2025-02-17,2028-08-12,planned,Gen. Jalal Jamal Karimi
PJ436,Erbil Integrated Water Project 436,M517,Erbil,36960744,2022-12-25,2026-11-19,completed,Gen. Rami Latif Aziz
PJ437,Halabja National Security Project 437,M774,Halabja,45190534,2025-12-12,2030-08-10,delayed,Eng. Mazin Ihsan Kadir
PJ438,Zakho Regional Infrastructure Project 438,M878,Zakho,111496904,2023-12-11,2028-09-17,active,Eng. Dashni Mustafa Hasan
PJ439,Zakho National Transport Project 439,M355,Zakho,39084661,2022-10-13,2026-03-18,delayed,Dr. Randa Fuad Mustafa
PJ440,Sulaymaniyah Smart Culture Project 440,M901,Sulaymaniyah,12821920,2025-06-27,2029-07-29,active,Gen. Fuad Dara Kadir
PJ441,Erbil Regional Education Project 441,M437,Erbil,83528621,2025-12-31,2029-10-30,delayed,Eng. Pishtiwan Jamal Othman
PJ442,Duhok Smart Energy Project 442,M579,Duhok,52286692,2025-07-29,2028-07-01,active,Gen. Zhyan Karim Karim
PJ443,Erbil Smart Energy Project 443,M333,Erbil,67528724,2022-01-18,2026-11-06,completed,Dr. Salih Kamaran Rashid
PJ444,Halabja Smart Education Project 444,M643,Halabja,2206222,2025-11-05,2027-03-03,planned,Gen. Helin Farid Tahir
PJ445,Halabja Regional Infrastructure Project 445,M951,Halabja,7599279,2024-11-15,2029-09-24,planned,Dr. Hawkar Ihsan Salih
PJ446,Duhok Integrated Water Project 446,M478,Duhok,106518400,2024-07-04,2025-07-09,completed,Dr. Zhyan Kamaran Qadir
PJ447,Sulaymaniyah Public Transport Project 447,M395,Sulaymaniyah,67669876,2025-11-14,2027-06-02,planned,Gen. Baran Salam Hasan
PJ448,Zakho Smart Transport Project 448,M317,Zakho,113037365,2025-12-12,2029-11-23,completed,Gen. Zeynep Saber Qadir
PJ449,Halabja National Infrastructure Project 449,M468,Halabja,78786600,2024-02-06,2028-01-24,completed,Eng. Layla Saeed Mahmoud
PJ450,Halabja Public Water Project 450,M123,Halabja,81060588,2025-02-01,2025-09-28,active,Eng. Rami Nawzad Karim
PJ451,Zakho Digital Housing Project 451,M367,Zakho,113717035,2022-02-06,2023-10-19,planned,Eng. Randa Karim Omar
PJ452,Sulaymaniyah National Health Project 452,M783,Sulaymaniyah,8347863,2025-11-23,2028-04-17,delayed,Eng. Xezal Saber Qadir
PJ453,Duhok Public Security Project 453,M100,Duhok,110048996,2023-05-24,2024-01-10,active,Eng. Zeynep Nawzad Mustafa
PJ454,Sulaymaniyah Integrated Housing Project 454,M245,Sulaymaniyah,65968007,2022-01-02,2023-05-29,planned,Eng. Narin Jamal Taha
PJ455,Halabja National Culture Project 455,M429,Halabja,116010195,2024-05-10,2027-12-14,planned,Eng. Dilan Nawzad Othman
PJ456,Erbil Smart Infrastructure Project 456,M750,Erbil,69177221,2024-05-20,2026-07-10,active,Eng. Mazin Farhad Ali
PJ457,Erbil National Education Project 457,M638,Erbil,76606923,2022-01-16,2025-03-03,planned,Dr. Vian Sherzad Kadir
PJ458,Sulaymaniyah Public Water Project 458,M508,Sulaymaniyah,48148000,2022-12-27,2025-01-26,active,Dr. Baran Jalal Hama
PJ459,Zakho Integrated Energy Project 459,M350,Zakho,39010797,2022-03-15,2023-10-31,active,Eng. Vian Rizgar Kadir
PJ460,Erbil Smart Energy Project 460,M450,Erbil,88613325,2025-09-21,2026-06-30,completed,Eng. Pishtiwan Mohammed Rashid
PJ461,Zakho Integrated Culture Project 461,M837,Zakho,31460222,2025-07-05,2026-03-25,delayed,Gen. Nawzad Latif Ahmad
PJ462,Duhok Digital Security Project 462,M988,Duhok,39168059,2025-04-28,2027-05-23,planned,Gen. Randa Barzan Salih
PJ463,Erbil Regional Culture Project 463,M384,Erbil,46252462,2024-05-29,2026-01-25,delayed,Eng. Bestun Bakr Nasser
PJ464,Halabja Public Housing Project 464,M578,Halabja,97854818,2025-11-11,2027-05-21,delayed,Eng. Kamaran Ihsan Tahir
PJ465,Halabja Digital Transport Project 465,M385,Halabja,91491576,2025-08-28,2029-12-27,active,Eng. Helin Bakr Ahmad
PJ466,Erbil Integrated Housing Project 466,M995,Erbil,37107136,2024-01-16,2025-04-20,active,Eng. Hawkar Jamal Ali
PJ467,Zakho Regional Transport Project 467,M666,Zakho,29385335,2023-12-26,2024-10-01,delayed,Eng. Dilan Saeed Nuri
PJ468,Erbil Smart Housing Project 468,M852,Erbil,77500268,2023-12-09,2026-01-31,planned,Dr. Xezal Rebaz Mustafa
PJ469,Erbil Digital Housing Project 469,M379,Erbil,115746352,2023-07-20,2026-11-28,delayed,Gen. Avan Bakr Kadir
PJ470,Sulaymaniyah Digital Energy Project 470,M468,Sulaymaniyah,5954302,2023-11-26,2026-09-03,active,Eng. Layla Saeed Mahmoud
PJ471,Sulaymaniyah Integrated Health Project 471,M596,Sulaymaniyah,13261443,2025-10-28,2027-03-09,planned,Dr. Zeynep Raber Ali
PJ472,Erbil National Energy Project 472,M486,Erbil,58583926,2024-01-23,2026-07-11,planned,Eng. Xezal Karim Qadir
PJ473,Erbil Integrated Education Project 473,M248,Erbil,106439529,2025-12-20,2029-03-04,active,Gen. Dara Barzan Nuri
PJ474,Duhok National Education Project 474,M107,Duhok,110963521,2022-09-28,2023-10-22,planned,Gen. Saman Jamal Tahir
PJ475,Halabja Smart Security Project 475,M764,Halabja,6293169,2023-05-02,2026-03-06,planned,Gen. Helin Aziz Mahmoud
PJ476,Halabja Integrated Health Project 476,M195,Halabja,32220093,2025-06-23,2028-01-18,active,Eng. Baran Rizgar Nuri
PJ477,Sulaymaniyah Public Housing Project 477,M025,Sulaymaniyah,104331631,2025-07-14,2029-03-19,planned,Dr. Sardar Bakr Hasan
PJ478,Duhok Smart Education Project 478,M200,Duhok,31230277,2025-05-03,2027-06-26,active,Gen. Zeynep Kamaran Hassan
PJ479,Zakho Regional Transport Project 479,M688,Zakho,42969393,2023-12-30,2026-08-11,delayed,Eng. Randa Rizgar Karimi
PJ480,Zakho Regional Transport Project 480,M477,Zakho,21887809,2022-03-15,2026-02-06,delayed,Gen. Rebaz Sherzad Hassan
PJ481,Zakho Integrated Health Project 481,M376,Zakho,59342370,2023-03-03,2026-07-05,active,Gen. Helin Sherzad Hama
PJ482,Sulaymaniyah Smart Health Project 482,M977,Sulaymaniyah,41252825,2022-08-13,2023-12-22,completed,Dr. Kavar Fuad Kadir
PJ483,Sulaymaniyah Integrated Water Project 483,M136,Sulaymaniyah,113873080,2025-01-13,2025-12-20,completed,Eng. Randa Dara Kadir
PJ484,Sulaymaniyah National Transport Project 484,M059,Sulaymaniyah,14776356,2022-10-10,2025-12-09,completed,Eng. Lana Farhad Aziz
PJ485,Zakho Digital Water Project 485,M261,Zakho,50632627,2023-05-30,2024-12-04,delayed,Eng. Layla Raber Kadir
PJ486,Sulaymaniyah Public Education Project 486,M893,Sulaymaniyah,85560415,2024-10-19,2025-09-15,active,Eng. Shilan Jamal Ali
PJ487,Duhok National Health Project 487,M482,Duhok,40405701,2023-07-17,2024-06-21,planned,Eng. Saman Fuad Hassan
PJ488,Halabja Regional Culture Project 488,M168,Halabja,113275464,2025-10-03,2030-04-06,delayed,Eng. Karwan Raber Taha
PJ489,Halabja Digital Culture Project 489,M135,Halabja,16490872,2023-08-09,2025-11-27,delayed,Dr. Yara Mustafa Tahir
PJ490,Halabja Regional Housing Project 490,M783,Halabja,109363383,2022-09-13,2026-09-17,active,Eng. Xezal Saber Qadir
PJ491,Duhok National Infrastructure Project 491,M879,Duhok,100054943,2025-11-27,2026-06-19,delayed,Gen. Lana Aziz Nasser
PJ492,Zakho Regional Infrastructure Project 492,M753,Zakho,9894053,2025-01-15,2029-08-25,planned,Eng. Pishtiwan Mustafa Taha
PJ493,Erbil Smart Culture Project 493,M149,Erbil,116620132,2024-01-23,2028-06-11,completed,Dr. Narin Kamaran Faris
PJ494,Zakho Smart Infrastructure Project 494,M662,Zakho,9109533,2023-08-03,2025-07-13,completed,Dr. Avan Farhad Kadir
PJ495,Sulaymaniyah National Education Project 495,M260,Sulaymaniyah,18051686,2025-08-08,2026-08-07,delayed,Eng. Dilan Mohammed Salih
PJ496,Zakho Digital Energy Project 496,M730,Zakho,21875818,2023-09-05,2027-06-10,planned,Dr. Dara Farid Hassan
PJ497,Duhok National Water Project 497,M170,Duhok,118229943,2025-07-23,2027-10-12,active,Gen. Aryan Bakr Kadir
PJ498,Sulaymaniyah Digital Transport Project 498,M901,Sulaymaniyah,65603546,2024-10-28,2028-07-22,planned,Gen. Fuad Dara Kadir
PJ499,Duhok Integrated Education Project 499,M670,Duhok,96308136,2025-06-27,2029-04-04,delayed,Eng. Alan Mustafa Mustafa
PJ500,Duhok Regional Security Project 500,M155,Duhok,87652884,2023-02-13,2027-09-11,completed,Dr. Yara Rizgar Karim
PJ501,Sulaymaniyah Regional Security Project 501,M795,Sulaymaniyah,9472879,2022-11-19,2026-12-19,planned,Dr. Wrya Jamal Salih
PJ502,Halabja Integrated Health Project 502,M295,Halabja,39476334,2023-06-08,2025-04-12,completed,Eng. Chnar Salam Hasan
PJ503,Duhok Digital Housing Project 503,M933,Duhok,6364133,2025-10-10,2028-07-14,completed,Eng. Dilan Rebaz Karimi
PJ504,Sulaymaniyah Integrated Water Project 504,M352,Sulaymaniyah,73673198,2024-10-27,2027-05-08,completed,Eng. Zeynep Barzan Faris
PJ505,Halabja National Culture Project 505,M586,Halabja,76992943,2022-07-21,2027-02-28,active,Gen. Jalal Omar Nasser
PJ506,Duhok National Transport Project 506,M226,Duhok,37709297,2024-08-24,2027-09-18,completed,Gen. Farhad Aziz Mustafa
PJ507,Halabja National Health Project 507,M805,Halabja,17599224,2023-11-16,2025-07-21,active,Gen. Dara Latif Ali
PJ508,Erbil Digital Health Project 508,M229,Erbil,26011758,2024-12-27,2026-08-24,active,Eng. Baran Rizgar Taha
PJ509,Zakho National Security Project 509,M876,Zakho,57314974,2022-07-27,2027-04-30,delayed,Eng. Fuad Raber Karim
PJ510,Erbil Digital Health Project 510,M366,Erbil,86814008,2025-03-22,2028-04-08,active,Dr. Kamaran Latif Omar
PJ511,Halabja Digital Energy Project 511,M152,Halabja,13646032,2024-11-25,2028-12-16,delayed,Dr. Lana Bakr Nuri
PJ512,Duhok Public Health Project 512,M448,Duhok,1228534,2022-10-17,2026-12-12,active,Dr. Jalal Mohammed Karim
PJ513,Zakho Public Culture Project 513,M925,Zakho,74631622,2023-08-04,2028-05-02,planned,Gen. Naz Omar Ali
PJ514,Erbil Public Transport Project 514,M078,Erbil,5979703,2023-12-31,2025-12-03,completed,Gen. Alan Hama Mustafa
PJ515,Sulaymaniyah Smart Culture Project 515,M803,Sulaymaniyah,52074092,2025-02-12,2025-11-27,planned,Eng. Dashni Aryan Mahmoud
PJ516,Duhok Smart Water Project 516,M421,Duhok,114858364,2024-11-29,2029-01-29,delayed,Dr. Salih Raber Hasan
PJ517,Sulaymaniyah Digital Energy Project 517,M638,Sulaymaniyah,104427472,2024-02-14,2025-06-26,delayed,Dr. Vian Sherzad Kadir
PJ518,Halabja Integrated Housing Project 518,M958,Halabja,77908070,2023-03-08,2025-10-31,completed,Gen. Rebaz Raber Nasser
PJ519,Halabja Regional Water Project 519,M274,Halabja,94332767,2025-10-24,2028-01-18,delayed,Gen. Xezal Bakr Ali
PJ520,Duhok Public Culture Project 520,M016,Duhok,49613325,2023-09-08,2027-02-10,active,Eng. Rami Jamal Ali
PJ521,Sulaymaniyah Regional Health Project 521,M479,Sulaymaniyah,55860983,2022-11-04,2025-05-26,delayed,Eng. Salih Hama Mahmoud
PJ522,Halabja Regional Security Project 522,M678,Halabja,23230669,2025-10-28,2026-08-20,planned,Gen. Zeynep Karim Mustafa
PJ523,Sulaymaniyah Digital Education Project 523,M621,Sulaymaniyah,6340829,2024-01-17,2025-07-31,planned,Eng. Farhad Omar Nuri
PJ524,Sulaymaniyah Integrated Infrastructure Project 524,M428,Sulaymaniyah,66348781,2024-07-14,2025-10-10,active,Dr. Dashni Jalal Nuri
PJ525,Sulaymaniyah Public Transport Project 525,M072,Sulaymaniyah,7139427,2022-03-18,2022-10-09,planned,Eng. Azad Aryan Qadir
PJ526,Halabja Digital Education Project 526,M375,Halabja,65287218,2024-11-14,2026-04-07,delayed,Dr. Helin Jalal Taha
PJ527,Duhok Public Energy Project 527,M696,Duhok,119398779,2024-11-15,2027-03-02,active,Gen. Naz Rebaz Mustafa
PJ528,Halabja Regional Culture Project 528,M507,Halabja,111389629,2023-11-16,2027-03-14,planned,Eng. Tara Sherzad Mustafa
PJ529,Duhok Digital Culture Project 529,M211,Duhok,54141670,2022-04-19,2024-10-04,planned,Dr. Pishtiwan Nawzad Faris
PJ530,Zakho Smart Energy Project 530,M711,Zakho,118439293,2024-06-18,2027-07-06,planned,Gen. Salih Latif Ali
PJ531,Sulaymaniyah Regional Security Project 531,M911,Sulaymaniyah,111367980,2024-06-24,2028-02-22,delayed,Dr. Salih Mohammed Qadir
PJ532,Erbil Regional Health Project 532,M569,Erbil,96191402,2023-02-20,2025-12-03,completed,Eng. Dashni Aziz Aziz
PJ533,Zakho Smart Education Project 533,M701,Zakho,26926254,2024-01-27,2024-09-30,completed,Eng. Rozhan Hama Faris
PJ534,Halabja Digital Transport Project 534,M495,Halabja,83108738,2022-10-26,2024-04-15,planned,Eng. Wrya Mustafa Kadir
PJ535,Erbil Integrated Infrastructure Project 535,M958,Erbil,59346598,2025-01-15,2026-10-07,delayed,Gen. Rebaz Raber Nasser
PJ536,Sulaymaniyah National Energy Project 536,M386,Sulaymaniyah,54210541,2025-07-02,2028-01-22,completed,Dr. Bestun Jamal Faris
PJ537,Erbil Regional Security Project 537,M317,Erbil,60078998,2023-07-10,2027-01-13,completed,Gen. Zeynep Saber Qadir
PJ538,Halabja Smart Culture Project 538,M347,Halabja,72973561,2025-03-05,2027-03-19,delayed,Gen. Hawkar Mohammed Mustafa
PJ539,Halabja Public Culture Project 539,M389,Halabja,71332985,2022-01-11,2025-07-23,active,Gen. Salih Salam Hassan
PJ540,Sulaymaniyah Regional Housing Project 540,M601,Sulaymaniyah,39269143,2022-12-07,2023-07-15,completed,Eng. Jalal Saeed Tahir
PJ541,Halabja Integrated Water Project 541,M742,Halabja,18391955,2022-05-14,2025-07-11,completed,Dr. Lana Rizgar Ahmad
PJ542,Sulaymaniyah National Education Project 542,M855,Sulaymaniyah,103554068,2025-05-15,2026-03-26,completed,Gen. Fuad Rebaz Karimi
PJ543,Sulaymaniyah Smart Energy Project 543,M330,Sulaymaniyah,7816396,2023-10-20,2024-06-13,planned,Gen. Kamaran Rizgar Mustafa
PJ544,Sulaymaniyah Smart Education Project 544,M945,Sulaymaniyah,64134379,2024-09-01,2027-06-16,planned,Dr. Chnar Aziz Said
PJ545,Sulaymaniyah Smart Water Project 545,M058,Sulaymaniyah,118426958,2023-05-27,2024-08-21,delayed,Dr. Yara Omar Omar
PJ546,Zakho Digital Education Project 546,M645,Zakho,69572937,2023-03-03,2023-11-19,completed,Eng. Bestun Jalal Hama
PJ547,Zakho Digital Housing Project 547,M538,Zakho,4027878,2024-08-11,2026-08-16,completed,Eng. Vian Aziz Hassan
PJ548,Halabja Digital Energy Project 548,M516,Halabja,53636575,2024-12-23,2028-05-22,delayed,Gen. Kamaran Rebaz Saeed
PJ549,Halabja Smart Security Project 549,M754,Halabja,99286644,2025-11-05,2029-12-22,completed,Dr. Shilan Rizgar Salih
PJ550,Zakho Public Transport Project 550,M007,Zakho,96866176,2022-03-23,2026-07-28,planned,Gen. Mazin Jalal Mahmoud
PJ551,Erbil Public Infrastructure Project 551,M974,Erbil,91532448,2024-12-30,2028-05-09,planned,Gen. Fuad Barzan Nuri
PJ552,Halabja Integrated Health Project 552,M690,Halabja,114573502,2025-08-07,2029-12-15,delayed,Gen. Salih Kamaran Hama
PJ553,Halabja Integrated Education Project 553,M087,Halabja,76823775,2022-09-07,2027-06-28,planned,Dr. Vian Mohammed Karimi
PJ554,Sulaymaniyah Integrated Housing Project 554,M459,Sulaymaniyah,108409337,2022-02-01,2025-01-30,planned,Dr. Aryan Aryan Rashid
PJ555,Sulaymaniyah Integrated Housing Project 555,M758,Sulaymaniyah,113454877,2025-01-08,2027-08-19,active,Dr. Rami Rebaz Rashid
PJ556,Zakho Smart Education Project 556,M063,Zakho,61595302,2025-01-28,2029-06-09,planned,Eng. Yara Farid Omar
PJ557,Halabja Smart Security Project 557,M871,Halabja,57983373,2023-06-11,2027-05-30,completed,Eng. Zeynep Latif Rashid
PJ558,Duhok Public Culture Project 558,M872,Duhok,18515544,2024-11-15,2028-10-15,delayed,Gen. Rebaz Salam Karim
PJ559,Halabja National Education Project 559,M914,Halabja,65770333,2022-05-14,2025-02-25,active,Dr. Bestun Farhad Ahmad
PJ560,Halabja National Health Project 560,M301,Halabja,71032033,2022-07-26,2024-08-27,completed,Eng. Layla Kamaran Omar
PJ561,Sulaymaniyah Digital Culture Project 561,M427,Sulaymaniyah,113964504,2023-05-02,2025-02-25,delayed,Dr. Rebaz Mohammed Taha
PJ562,Zakho Public Infrastructure Project 562,M113,Zakho,5671062,2024-10-18,2026-04-18,delayed,Eng. Naz Latif Mustafa
PJ563,Sulaymaniyah National Security Project 563,M464,Sulaymaniyah,117502084,2025-10-24,2028-01-10,active,Eng. Dashni Ihsan Mustafa
PJ564,Halabja Smart Water Project 564,M757,Halabja,12586675,2025-09-19,2027-08-20,delayed,Gen. Rebaz Salam Omar
PJ565,Zakho Integrated Education Project 565,M054,Zakho,81449025,2023-09-02,2025-12-30,active,Dr. Shilan Ihsan Nuri
PJ566,Erbil Public Education Project 566,M651,Erbil,86914139,2023-02-10,2025-07-27,active,Gen. Karwan Salam Aziz
PJ567,Duhok Smart Culture Project 567,M980,Duhok,27362137,2024-09-06,2028-10-19,delayed,Gen. Mazin Jalal Said
PJ568,Sulaymaniyah National Infrastructure Project 568,M847,Sulaymaniyah,28619159,2024-05-01,2026-03-07,active,Dr. Helin Saeed Taha
PJ569,Halabja Regional Health Project 569,M509,Halabja,113818428,2023-04-25,2027-04-27,planned,Gen. Saman Mustafa Faris
PJ570,Duhok Public Transport Project 570,M806,Duhok,105600373,2022-10-30,2027-05-26,planned,Gen. Salih Salam Karim
PJ571,Sulaymaniyah National Security Project 571,M104,Sulaymaniyah,82870902,2025-07-15,2028-01-03,active,Eng. Aryan Ihsan Hassan
PJ572,Sulaymaniyah Smart Housing Project 572,M865,Sulaymaniyah,4893895,2023-01-22,2024-08-12,delayed,Dr. Helin Hama Hassan
PJ573,Halabja Public Education Project 573,M053,Halabja,92123130,2025-12-31,2029-12-03,completed,Dr. Mazin Fuad Saeed
PJ574,Sulaymaniyah Smart Transport Project 574,M413,Sulaymaniyah,3887585,2025-10-16,2026-09-24,delayed,Gen. Hawkar Jalal Ahmad
PJ575,Erbil Smart Culture Project 575,M745,Erbil,109192230,2023-12-18,2025-08-18,active,Eng. Fuad Jalal Salih
PJ576,Duhok Regional Housing Project 576,M828,Duhok,10677537,2022-04-24,2023-09-14,planned,Eng. Shilan Sherzad Said
PJ577,Zakho Digital Culture Project 577,M914,Zakho,80105576,2025-01-22,2026-02-13,delayed,Dr. Bestun Farhad Ahmad
PJ578,Sulaymaniyah Integrated Transport Project 578,M252,Sulaymaniyah,19459539,2023-03-25,2025-04-07,delayed,Dr. Saman Jamal Tahir
PJ579,Sulaymaniyah Smart Security Project 579,M777,Sulaymaniyah,92320971,2025-10-02,2029-12-11,planned,Gen. Dara Saeed Karimi
PJ580,Erbil Smart Transport Project 580,M530,Erbil,22491098,2024-03-06,2025-08-31,planned,Gen. Dilan Farid Mahmoud
PJ581,Duhok Integrated Security Project 581,M426,Duhok,112583391,2025-08-27,2028-07-26,active,Dr. Bestun Rizgar Mahmoud
PJ582,Zakho National Transport Project 582,M490,Zakho,119396757,2022-11-05,2023-09-19,active,Gen. Rozhan Farid Nuri
PJ583,Sulaymaniyah National Education Project 583,M419,Sulaymaniyah,9612304,2023-10-04,2024-07-22,completed,Gen. Yara Dara Rashid
PJ584,Erbil National Health Project 584,M192,Erbil,17376169,2022-02-16,2024-09-25,completed,Dr. Xezal Ihsan Hasan
PJ585,Erbil Regional Transport Project 585,M897,Erbil,44166196,2022-04-06,2026-12-12,completed,Gen. Alan Hama Nuri
PJ586,Halabja Smart Transport Project 586,M973,Halabja,102538279,2023-01-17,2023-07-29,active,Gen. Baran Mohammed Karimi
PJ587,Sulaymaniyah Integrated Health Project 587,M710,Sulaymaniyah,51375036,2023-07-08,2025-06-06,active,Dr. Rozhan Farid Mustafa
PJ588,Duhok Digital Security Project 588,M611,Duhok,1327866,2024-04-14,2026-08-23,delayed,Dr. Avan Jamal Qadir
PJ589,Halabja Public Culture Project 589,M224,Halabja,111328116,2025-10-01,2028-11-18,delayed,Eng. Salih Sherzad Hasan
PJ590,Sulaymaniyah Digital Energy Project 590,M824,Sulaymaniyah,96535736,2025-07-04,2027-04-01,planned,Eng. Salih Farhad Mustafa
PJ591,Zakho Public Culture Project 591,M999,Zakho,77272823,2024-06-19,2025-02-04,completed,Dr. Nawzad Farhad Salih
PJ592,Duhok National Health Project 592,M209,Duhok,67605589,2022-10-28,2025-04-20,active,Dr. Sardar Jamal Ahmad
PJ593,Sulaymaniyah Public Culture Project 593,M125,Sulaymaniyah,115599202,2025-12-20,2028-03-27,active,Dr. Kamaran Nawzad Aziz
PJ594,Sulaymaniyah Integrated Water Project 594,M695,Sulaymaniyah,19081675,2022-09-05,2025-04-06,completed,Eng. Chnar Karim Kadir
PJ595,Halabja Smart Culture Project 595,M573,Halabja,64422028,2025-06-21,2027-05-13,active,Gen. Naz Jamal Tahir
PJ596,Erbil Smart Culture Project 596,M209,Erbil,71166551,2022-07-29,2025-05-01,active,Dr. Sardar Jamal Ahmad
PJ597,Erbil Digital Health Project 597,M317,Erbil,89661383,2022-08-01,2027-01-06,delayed,Gen. Zeynep Saber Qadir
PJ598,Erbil National Infrastructure Project 598,M395,Erbil,58057945,2022-04-13,2026-01-30,active,Gen. Baran Salam Hasan
PJ599,Sulaymaniyah Regional Security Project 599,M050,Sulaymaniyah,36899588,2025-03-16,2030-01-21,planned,Dr. Vian Saeed Hassan
PJ600,Halabja Public Infrastructure Project 600,M881,Halabja,27005601,2024-08-19,2027-08-02,completed,Gen. Nawzad Raber Tahir
PJ601,Sulaymaniyah Digital Energy Project 601,M586,Sulaymaniyah,94348391,2022-08-03,2025-07-10,completed,Gen. Jalal Omar Nasser
PJ602,Sulaymaniyah Regional Transport Project 602,M557,Sulaymaniyah,78336646,2024-01-21,2026-08-01,active,Dr. Jalal Salam Hama
PJ603,Duhok Regional Health Project 603,M555,Duhok,66905583,2024-06-19,2026-08-21,planned,Gen. Hawkar Farid Omar
PJ604,Duhok Integrated Culture Project 604,M110,Duhok,78208846,2023-11-16,2026-08-31,planned,Dr. Farhad Aziz Othman
PJ605,Sulaymaniyah National Transport Project 605,M259,Sulaymaniyah,105589747,2022-11-09,2024-03-12,planned,Dr. Xezal Jalal Salih
PJ606,Zakho Public Health Project 606,M602,Zakho,44659605,2023-04-22,2024-05-24,planned,Eng. Saman Nawzad Saeed
PJ607,Halabja National Education Project 607,MOE,Halabja,53069313,2025-06-16,2027-01-20,delayed,Dr. Alan Sherzad Tahir
PJ608,Sulaymaniyah Digital Housing Project 608,M258,Sulaymaniyah,22135835,2022-04-17,2026-02-21,active,Dr. Avan Jamal Nasser
PJ609,Duhok Integrated Infrastructure Project 609,M833,Duhok,15955489,2024-11-15,2026-02-14,completed,Eng. Pishtiwan Jalal Mahmoud
PJ610,Erbil Digital Culture Project 610,M149,Erbil,15805613,2024-07-11,2029-04-27,active,Dr. Narin Kamaran Faris
PJ611,Halabja Digital Energy Project 611,M070,Halabja,94194685,2025-06-12,2028-06-06,delayed,Gen. Alan Saeed Nasser
PJ612,Zakho National Education Project 612,M292,Zakho,46849576,2022-07-21,2024-12-17,planned,Dr. Zeynep Barzan Taha
PJ613,Zakho Smart Energy Project 613,M786,Zakho,14844224,2023-04-25,2027-04-02,planned,Gen. Kamaran Hama Othman
PJ614,Zakho Smart Culture Project 614,M583,Zakho,104900285,2022-12-28,2026-05-26,completed,Dr. Vian Raber Ali
PJ615,Halabja Regional Energy Project 615,M660,Halabja,107425919,2023-05-28,2024-02-08,completed,Gen. Pishtiwan Aziz Ahmad
PJ616,Erbil National Culture Project 616,M235,Erbil,48597557,2025-03-16,2025-10-23,planned,Eng. Rozhan Omar Mahmoud
PJ617,Sulaymaniyah Public Culture Project 617,M718,Sulaymaniyah,118950629,2023-07-20,2026-04-02,planned,Eng. Naz Saber Hassan
PJ618,Zakho Public Security Project 618,M725,Zakho,9156311,2023-11-27,2028-03-27,active,Dr. Chnar Jalal Salih
PJ619,Duhok Digital Security Project 619,M338,Duhok,6310486,2022-11-08,2027-01-29,completed,Eng. Saman Dara Mahmoud
