event_id,event_name,type,city,venue,date,tickets,price_usd,organiser
EV479,Erbil Culture Expo 2026,Conference,Erbil,Sami Abdulrahman Park,2025-09-05,6760,100,Sulaymaniyah Events Co.
EV480,Halabja Innovation Week 2024,Education,Halabja,Halabja Youth Center,2026-07-23,11390,10,UKH
EV481,Erbil Heritage Fair 2025,Commemorative,Erbil,UKH Campus,2024-01-12,11760,25,StartupKRG
EV482,Erbil Startup Camp 2026,Sports,Erbil,Erbil International Fair Ground,2024-09-11,6806,0,StartupKRG
EV483,Duhok Innovation Conference 2024,Technology,Duhok,Dream Hall Duhok,2026-11-07,7404,80,Kurdistan Tech Association
EV484,Sulaymaniyah Startup Summit 2025,Sports,Sulaymaniyah,Bakhtiary Arena,2026-08-18,11693,15,StartupKRG
EV485,Zakho Film Camp 2026,Commemorative,Zakho,University of Zakho Hall,2025-06-02,2582,60,KRG Government
EV486,Duhok Book Meetup 2024,Sports,Duhok,Duhok Expo,2024-05-05,10256,25,Duhok Sports Directorate
EV487,Zakho Startup Fair 2025,Conference,Zakho,New Zakho Hall,2024-07-16,7025,50,KRG Government
EV488,Zakho Heritage Bootcamp 2026,Business,Zakho,University of Zakho Hall,2024-08-31,11397,25,UoS
EV489,Erbil Innovation Forum 2024,Commemorative,Erbil,Erbil International Fair Ground,2025-06-05,4755,15,StartupKRG
EV490,Halabja Education Festival 2025,Sports,Halabja,Halabja Memorial,2024-04-06,6929,80,UoS
EV491,Zakho Startup Week 2026,Cultural,Zakho,Zakho Park,2025-05-19,11868,80,Duhok Sports Directorate
EV492,Duhok Innovation Forum 2024,Sports,Duhok,Dream Hall Duhok,2025-01-22,4700,5,StartupKRG
EV493,Sulaymaniyah Heritage Summit 2025,Technology,Sulaymaniyah,SPU Auditorium,2024-06-23,2417,50,Kurdistan Tech Association
EV494,Sulaymaniyah Innovation Meetup 2026,Sports,Sulaymaniyah,UoS Hall,2025-05-08,8712,0,Kurdistan Tech Association
EV495,Halabja Film Fair 2024,Cultural,Halabja,Sirwan Park,2025-01-21,7537,20,Kurdistan Tech Association
EV496,Sulaymaniyah Innovation Forum 2025,Commemorative,Sulaymaniyah,Slemani Expo Center,2026-05-17,10464,100,Zakho Municipality
EV497,Duhok Film Week 2026,Education,Duhok,Duhok Stadium,2026-12-05,9435,80,AUK
EV498,Duhok Innovation Week 2024,Music,Duhok,AUK Campus,2025-08-25,8882,50,Zakho Municipality
EV499,Halabja Innovation Summit 2025,Music,Halabja,Halabja Cultural Hall,2025-12-15,3294,35,StartupKRG
EV500,Duhok Culture Forum 2026,Music,Duhok,Duhok Cultural Center,2025-01-22,8919,20,UoS
EV501,Halabja Business Forum 2024,Cultural,Halabja,Halabja Cultural Hall,2025-12-23,1777,25,Zakho Municipality
EV502,Erbil Science Meetup 2025,Commemorative,Erbil,Rotana Hotel,2025-09-01,6819,40,Sulaymaniyah Events Co.
EV503,Sulaymaniyah Innovation Conference 2026,Government,Sulaymaniyah,UoS Hall,2024-08-05,9053,25,AUK
EV504,Erbil Science Festival 2024,Technology,Erbil,Empire World Mall,2026-10-26,3372,80,AUK
EV505,Duhok Heritage Week 2025,Conference,Duhok,AUK Campus,2026-01-09,4861,40,KRG Government
EV506,Duhok Heritage Bootcamp 2026,Health,Duhok,Duhok Expo,2025-10-23,4996,100,UKH
EV507,Zakho Culture Forum 2024,Commemorative,Zakho,University of Zakho Hall,2025-04-18,11683,80,UZakho
EV508,Duhok Health Fair 2025,Health,Duhok,AUK Campus,2026-07-22,378,80,Sulaymaniyah Events Co.
EV509,Erbil Startup Week 2026,Government,Erbil,Divan Hotel Erbil,2026-09-06,4355,15,Sulaymaniyah Events Co.
EV510,Zakho Science Fair 2024,Business,Zakho,Zakho Stadium,2025-01-14,5999,25,Kurdistan Tech Association
EV511,Duhok Film Bootcamp 2025,Education,Duhok,Duhok Cultural Center,2024-02-15,2135,50,Sulaymaniyah Events Co.
EV512,Halabja Book Forum 2026,Government,Halabja,Halabja Memorial,2024-01-21,1887,0,Sulaymaniyah Events Co.
EV513,Zakho Book Forum 2024,Sports,Zakho,Zakho Park,2024-07-28,9961,60,KRG Ministry of Culture
EV514,Zakho Book Conference 2025,Sports,Zakho,Zakho Stadium,2025-09-17,106,15,KRG Media Commission
EV515,Erbil Innovation Fair 2026,Commemorative,Erbil,AUK Auditorium,2024-05-14,8834,40,Sulaymaniyah Events Co.
EV516,Halabja Innovation Expo 2024,Technology,Halabja,Sirwan Park,2025-10-05,1000,80,StartupKRG
EV517,Halabja Culture Forum 2025,Health,Halabja,Halabja Cultural Hall,2025-05-27,4231,35,AUK
EV518,Halabja Business Meetup 2026,Business,Halabja,Halabja Youth Center,2025-08-17,3059,10,StartupKRG
EV519,Zakho Book Bootcamp 2024,Technology,Zakho,Zakho Stadium,2024-01-20,5167,80,Sulaymaniyah Events Co.
EV520,Erbil Education Expo 2025,Business,Erbil,Erbil Citadel Grounds,2025-02-07,4030,10,Kurdistan Tech Association
EV521,Sulaymaniyah Science Meetup 2026,Cultural,Sulaymaniyah,Slemani Expo Center,2026-02-25,10528,50,SPU
EV522,Sulaymaniyah Health Fair 2024,Music,Sulaymaniyah,Slemani Expo Center,2025-05-20,5728,35,Kurdistan Tech Association
EV523,Erbil Heritage Expo 2025,Government,Erbil,Sami Abdulrahman Park,2024-07-20,4733,40,UoS
EV524,Duhok Culture Meetup 2026,Commemorative,Duhok,Dream Hall Duhok,2024-11-02,4149,25,StartupKRG
EV525,Sulaymaniyah Film Conference 2024,Conference,Sulaymaniyah,UoS Hall,2025-09-22,11671,35,KRG Media Commission
EV526,Erbil Film Bootcamp 2025,Business,Erbil,Empire World Mall,2025-11-18,6521,15,Duhok Sports Directorate
EV527,Zakho Health Bootcamp 2026,Conference,Zakho,Zakho Park,2024-08-05,7834,40,Kurdistan Tech Association
EV528,Erbil Health Meetup 2024,Health,Erbil,Sami Abdulrahman Park,2026-01-21,4365,0,KRG Government
EV529,Duhok Innovation Summit 2025,Cultural,Duhok,AUK Campus,2026-01-27,6698,100,Duhok Sports Directorate
EV530,Erbil Innovation Fair 2026,Business,Erbil,AUK Auditorium,2024-08-13,4232,10,Kurdistan Tech Association
EV531,Erbil Heritage Expo 2024,Education,Erbil,Rotana Hotel,2024-06-24,3233,40,Kurdistan Tech Association
EV532,Halabja Heritage Meetup 2025,Sports,Halabja,Halabja Youth Center,2024-11-01,2614,60,Kurdistan Tech Association
EV533,Erbil Innovation Fair 2026,Health,Erbil,AUK Auditorium,2026-01-30,11096,50,SPU
EV534,Duhok Book Festival 2024,Government,Duhok,Duhok Expo,2024-12-22,8525,60,AUK
EV535,Sulaymaniyah Startup Week 2025,Conference,Sulaymaniyah,Bakhtiary Arena,2026-05-28,1051,15,Kurdistan Data Institute
EV536,Sulaymaniyah Startup Bootcamp 2026,Business,Sulaymaniyah,Goizha Convention Center,2024-11-01,6809,20,KRG Government
EV537,Erbil Science Camp 2024,Commemorative,Erbil,Erbil International Fair Ground,2024-05-16,8819,35,KRG Ministry of Culture
EV538,Duhok Business Camp 2025,Cultural,Duhok,Duhok Stadium,2024-01-27,10843,40,Kurdistan Data Institute
EV539,Zakho Science Conference 2026,Conference,Zakho,Zakho Park,2026-08-08,7158,40,KRG Ministry of Culture
EV540,Sulaymaniyah Startup Forum 2024,Business,Sulaymaniyah,Azmar Resort,2026-11-02,2249,35,KRG Presidency
EV541,Zakho Health Conference 2025,Business,Zakho,University of Zakho Hall,2024-11-06,2324,80,StartupKRG
EV542,Erbil Heritage Fair 2026,Technology,Erbil,Sami Abdulrahman Park,2024-12-09,1634,60,Kurdistan Data Institute
EV543,Halabja Film Expo 2024,Sports,Halabja,Sirwan Park,2025-04-15,321,5,KRG Government
EV544,Halabja Book Fair 2025,Business,Halabja,Halabja Memorial,2026-06-23,1182,60,KRG Media Commission
EV545,Sulaymaniyah Startup Camp 2026,Education,Sulaymaniyah,Azmar Resort,2024-07-30,7601,5,Duhok Sports Directorate
EV546,Duhok Business Conference 2024,Cultural,Duhok,AUK Campus,2026-07-23,5329,80,KRG Government
EV547,Zakho Science Festival 2025,Sports,Zakho,Zakho Park,2024-09-12,7720,35,KRG Government
EV548,Erbil Startup Meetup 2026,Music,Erbil,Divan Hotel Erbil,2024-09-28,6891,5,StartupKRG
EV549,Duhok Book Bootcamp 2024,Cultural,Duhok,Duhok Cultural Center,2026-03-31,9963,5,KRG Ministry of Culture
EV550,Sulaymaniyah Business Conference 2025,Government,Sulaymaniyah,Bakhtiary Arena,2024-09-06,1047,0,KRG Presidency
EV551,Sulaymaniyah Education Expo 2026,Business,Sulaymaniyah,Bakhtiary Arena,2025-01-21,1912,80,Zakho Municipality
EV552,Duhok Culture Festival 2024,Music,Duhok,Dream Hall Duhok,2026-01-11,9644,50,Kurdistan Tech Association
EV553,Erbil Startup Meetup 2025,Education,Erbil,Divan Hotel Erbil,2025-02-10,6440,80,Zakho Municipality
EV554,Halabja Education Expo 2026,Government,Halabja,Halabja Youth Center,2024-10-24,8963,0,KRG Government
EV555,Sulaymaniyah Health Bootcamp 2024,Government,Sulaymaniyah,Slemani Expo Center,2025-06-18,8652,5,Zakho Municipality
EV556,Sulaymaniyah Startup Festival 2025,Government,Sulaymaniyah,Slemani Expo Center,2024-05-18,1613,80,StartupKRG
EV557,Halabja Education Forum 2026,Music,Halabja,Sirwan Park,2025-03-11,4665,80,Sulaymaniyah Events Co.
EV558,Erbil Culture Festival 2024,Conference,Erbil,Erbil Citadel Grounds,2026-12-11,2858,60,Kurdistan Tech Association
EV559,Duhok Heritage Fair 2025,Education,Duhok,Duhok Stadium,2025-10-17,4726,15,KRG Presidency
EV560,Sulaymaniyah Culture Camp 2026,Conference,Sulaymaniyah,Bakhtiary Arena,2026-01-04,10817,20,KRG Presidency
EV561,Sulaymaniyah Heritage Expo 2024,Business,Sulaymaniyah,SPU Auditorium,2025-01-10,2948,0,Zakho Municipality
EV562,Halabja Innovation Camp 2025,Conference,Halabja,Halabja Memorial,2025-07-06,962,100,Kurdistan Data Institute
EV563,Erbil Startup Summit 2026,Commemorative,Erbil,Empire World Mall,2025-03-14,6684,60,KRG Presidency
EV564,Duhok Innovation Fair 2024,Conference,Duhok,AUK Campus,2026-11-16,6227,5,StartupKRG
EV565,Sulaymaniyah Business Camp 2025,Business,Sulaymaniyah,Goizha Convention Center,2026-09-04,9806,20,Kurdistan Tech Association
EV566,Duhok Innovation Meetup 2026,Business,Duhok,Duhok Cultural Center,2026-05-07,1665,40,Duhok Sports Directorate
EV567,Duhok Health Expo 2024,Education,Duhok,Dream Hall Duhok,2024-03-19,2073,50,Zakho Municipality
EV568,Erbil Science Expo 2025,Education,Erbil,Erbil International Fair Ground,2024-01-11,6588,15,Duhok Sports Directorate
EV569,Erbil Health Festival 2026,Government,Erbil,Erbil Citadel Grounds,2024-12-02,6276,10,AUK
EV570,Sulaymaniyah Science Bootcamp 2024,Commemorative,Sulaymaniyah,Azmar Resort,2026-01-19,7294,60,Zakho Municipality
EV571,Zakho Heritage Summit 2025,Commemorative,Zakho,Zakho Stadium,2026-08-15,8792,100,Kurdistan Data Institute
EV572,Duhok Startup Meetup 2026,Cultural,Duhok,Duhok Stadium,2025-09-21,7649,25,StartupKRG
EV573,Sulaymaniyah Innovation Expo 2024,Sports,Sulaymaniyah,Slemani Expo Center,2025-10-02,10458,0,Kurdistan Tech Association
EV574,Sulaymaniyah Culture Meetup 2025,Sports,Sulaymaniyah,Azmar Resort,2024-04-13,1795,5,UKH
EV575,Sulaymaniyah Book Expo 2026,Business,Sulaymaniyah,UoS Hall,2024-08-05,10421,25,AUK
EV576,Halabja Culture Festival 2024,Music,Halabja,Halabja Cultural Hall,2024-06-20,6174,5,Kurdistan Tech Association
EV577,Erbil Film Forum 2025,Health,Erbil,Rotana Hotel,2024-04-10,6455,35,SPU
EV578,Duhok Business Camp 2026,Government,Duhok,Dream Hall Duhok,2024-07-11,11746,20,UoS
EV579,Erbil Film Festival 2024,Cultural,Erbil,UKH Campus,2025-12-18,2212,80,UZakho
EV580,Halabja Innovation Week 2025,Commemorative,Halabja,Halabja Cultural Hall,2024-06-28,8021,100,Duhok Sports Directorate
EV581,Duhok Innovation Fair 2026,Technology,Duhok,Duhok Cultural Center,2025-11-11,2934,10,Duhok Sports Directorate
EV582,Halabja Heritage Meetup 2024,Government,Halabja,Halabja Youth Center,2026-03-28,3854,60,Kurdistan Tech Association
EV583,Zakho Innovation Fair 2025,Cultural,Zakho,University of Zakho Hall,2025-08-14,1450,100,KRG Government
EV584,Duhok Startup Forum 2026,Health,Duhok,Duhok Stadium,2025-12-14,2164,60,StartupKRG
EV585,Erbil Business Camp 2024,Commemorative,Erbil,UKH Campus,2024-08-13,10499,100,KRG Government
EV586,Zakho Education Expo 2025,Health,Zakho,Zakho Park,2025-07-20,5086,25,KRG Government
EV587,Zakho Book Bootcamp 2026,Education,Zakho,Zakho Park,2026-04-06,4094,10,AUK
EV588,Duhok Business Camp 2024,Sports,Duhok,Duhok Stadium,2025-12-23,1571,5,Sulaymaniyah Events Co.
EV589,Zakho Film Festival 2025,Business,Zakho,University of Zakho Hall,2024-10-19,6988,100,SPU
EV590,Halabja Education Summit 2026,Health,Halabja,Halabja Memorial,2025-11-26,7106,80,KRG Government
EV591,Erbil Book Meetup 2024,Education,Erbil,Empire World Mall,2024-10-26,10647,5,KRG Media Commission
EV592,Zakho Health Camp 2025,Business,Zakho,University of Zakho Hall,2025-02-27,10436,50,Sulaymaniyah Events Co.
EV593,Duhok Book Forum 2026,Commemorative,Duhok,AUK Campus,2026-12-13,7371,80,KRG Government
EV594,Erbil Startup Week 2024,Government,Erbil,Divan Hotel Erbil,2025-03-29,8397,60,UoS
EV595,Erbil Culture Forum 2025,Cultural,Erbil,AUK Auditorium,2025-09-29,633,10,Kurdistan Data Institute
EV596,Halabja Business Week 2026,Government,Halabja,Sirwan Park,2024-02-06,792,100,AUK
EV597,Sulaymaniyah Book Forum 2024,Conference,Sulaymaniyah,Bakhtiary Arena,2025-10-09,7583,50,UZakho
EV598,Halabja Education Bootcamp 2025,Music,Halabja,Sirwan Park,2024-10-15,3118,0,Kurdistan Data Institute
EV599,Zakho Culture Forum 2026,Education,Zakho,University of Zakho Hall,2026-10-17,4899,50,KRG Government
EV600,Erbil Education Week 2024,Music,Erbil,Empire World Mall,2026-08-30,8429,5,Kurdistan Tech Association
EV601,Zakho Innovation Meetup 2025,Government,Zakho,University of Zakho Hall,2024-10-31,7336,15,Sulaymaniyah Events Co.
EV602,Halabja Education Fair 2026,Education,Halabja,Halabja Youth Center,2026-09-01,4470,50,UZakho
EV603,Duhok Film Camp 2024,Cultural,Duhok,AUK Campus,2025-01-04,8685,35,Kurdistan Tech Association
EV604,Halabja Culture Fair 2025,Health,Halabja,Halabja Cultural Hall,2026-04-16,206,35,StartupKRG
EV605,Zakho Film Summit 2026,Commemorative,Zakho,University of Zakho Hall,2026-08-21,2505,50,Sulaymaniyah Events Co.
EV606,Duhok Book Fair 2024,Conference,Duhok,Duhok Expo,2026-04-04,8398,0,Duhok Sports Directorate
EV607,Sulaymaniyah Film Fair 2025,Health,Sulaymaniyah,Bakhtiary Arena,2024-11-27,5460,60,Kurdistan Data Institute
EV608,Zakho Culture Conference 2026,Technology,Zakho,Zakho Park,2026-01-02,4829,5,AUK
EV609,Duhok Science Fair 2024,Technology,Duhok,Dream Hall Duhok,2024-12-14,6723,60,KRG Government
EV610,Zakho Film Meetup 2025,Music,Zakho,Zakho Stadium,2026-01-06,8056,35,SPU
EV611,Duhok Education Festival 2026,Education,Duhok,Duhok Cultural Center,2026-06-01,6014,60,KRG Media Commission
EV612,Halabja Science Conference 2024,Sports,Halabja,Halabja Cultural Hall,2024-04-26,9843,60,StartupKRG
EV613,Sulaymaniyah Science Bootcamp 2025,Music,Sulaymaniyah,Bakhtiary Arena,2025-04-30,1835,80,StartupKRG
EV614,Sulaymaniyah Education Bootcamp 2026,Cultural,Sulaymaniyah,SPU Auditorium,2026-02-18,6138,20,Kurdistan Data Institute
EV615,Sulaymaniyah Film Bootcamp 2024,Sports,Sulaymaniyah,Azmar Resort,2026-05-20,8282,5,KRG Media Commission
EV616,Erbil Heritage Summit 2025,Technology,Erbil,Rotana Hotel,2024-06-17,8511,80,KRG Government
EV617,Halabja Education Week 2026,Technology,Halabja,Halabja Youth Center,2026-08-29,1758,40,AUK
EV618,Duhok Heritage Forum 2024,Music,Duhok,Duhok Expo,2026-07-24,11560,25,Kurdistan Data Institute
EV619,Zakho Business Meetup 2025,Conference,Zakho,Zakho Stadium,2025-07-14,7808,20,AUK
EV620,Halabja Innovation Forum 2026,Education,Halabja,Sirwan Park,2025-09-18,1150,50,UoS
EV621,Duhok Innovation Week 2024,Cultural,Duhok,Duhok Stadium,2025-01-31,229,40,SPU
EV622,Halabja Heritage Expo 2025,Health,Halabja,Halabja Youth Center,2025-04-21,4630,50,KRG Government
EV623,Erbil Health Camp 2026,Education,Erbil,AUK Auditorium,2025-01-30,4884,0,UZakho
EV624,Duhok Health Meetup 2024,Health,Duhok,AUK Campus,2025-06-25,1270,15,Zakho Municipality
EV625,Erbil Film Fair 2025,Technology,Erbil,Erbil International Fair Ground,2025-04-13,10889,15,UoS
EV626,Erbil Heritage Festival 2026,Conference,Erbil,Divan Hotel Erbil,2026-11-03,2555,35,AUK
EV627,Erbil Innovation Week 2024,Commemorative,Erbil,Erbil Citadel Grounds,2024-06-14,7862,60,Zakho Municipality
EV628,Zakho Health Fair 2025,Business,Zakho,Zakho Park,2025-12-03,8249,20,UZakho
EV629,Sulaymaniyah Education Forum 2026,Cultural,Sulaymaniyah,SPU Auditorium,2024-05-05,8833,0,UZakho
EV630,Erbil Science Bootcamp 2024,Cultural,Erbil,Erbil Citadel Grounds,2026-05-06,164,100,KRG Government
EV631,Sulaymaniyah Science Festival 2025,Cultural,Sulaymaniyah,Bakhtiary Arena,2024-01-17,6380,50,Kurdistan Data Institute
EV632,Zakho Book Forum 2026,Cultural,Zakho,Zakho Park,2025-09-22,2774,15,Sulaymaniyah Events Co.
EV633,Zakho Business Conference 2024,Commemorative,Zakho,New Zakho Hall,2026-04-01,5157,25,KRG Ministry of Culture
EV634,Duhok Startup Meetup 2025,Cultural,Duhok,Duhok Cultural Center,2024-10-28,10655,25,UoS
EV635,Halabja Culture Forum 2026,Music,Halabja,Halabja Cultural Hall,2024-05-08,3830,60,AUK
EV636,Duhok Innovation Fair 2024,Music,Duhok,Dream Hall Duhok,2025-06-20,11255,15,StartupKRG
EV637,Halabja Culture Camp 2025,Sports,Halabja,Halabja Youth Center,2024-09-07,10657,50,SPU
EV638,Sulaymaniyah Innovation Festival 2026,Technology,Sulaymaniyah,UoS Hall,2026-07-18,7971,20,Duhok Sports Directorate
EV639,Erbil Health Summit 2024,Commemorative,Erbil,Divan Hotel Erbil,2025-08-09,11569,25,UKH
EV640,Halabja Heritage Bootcamp 2025,Health,Halabja,Sirwan Park,2026-09-09,10682,5,KRG Government
EV641,Halabja Health Festival 2026,Sports,Halabja,Halabja Youth Center,2025-10-21,6253,50,Sulaymaniyah Events Co.
EV642,Zakho Science Conference 2024,Health,Zakho,Zakho Park,2026-01-19,5480,80,KRG Ministry of Culture
EV643,Erbil Education Fair 2025,Business,Erbil,Erbil International Fair Ground,2024-01-25,4719,80,KRG Ministry of Culture
EV644,Erbil Business Expo 2026,Technology,Erbil,AUK Auditorium,2025-11-15,9699,5,Kurdistan Tech Association
EV645,Sulaymaniyah Health Festival 2024,Health,Sulaymaniyah,Slemani Expo Center,2024-09-02,8646,50,KRG Presidency
EV646,Halabja Education Fair 2025,Education,Halabja,Halabja Memorial,2024-07-04,6980,0,Kurdistan Tech Association
EV647,Zakho Book Meetup 2026,Conference,Zakho,New Zakho Hall,2025-08-31,2875,25,UKH
EV648,Sulaymaniyah Culture Camp 2024,Education,Sulaymaniyah,Slemani Expo Center,2026-07-10,324,60,Duhok Sports Directorate
EV649,Sulaymaniyah Health Camp 2025,Cultural,Sulaymaniyah,Bakhtiary Arena,2025-10-25,10772,80,Duhok Sports Directorate
EV650,Duhok Film Forum 2026,Cultural,Duhok,Duhok Expo,2025-10-11,9271,60,Sulaymaniyah Events Co.
EV651,Halabja Science Camp 2024,Music,Halabja,Sirwan Park,2026-05-22,3197,0,Kurdistan Data Institute
EV652,Sulaymaniyah Startup Fair 2025,Government,Sulaymaniyah,Slemani Expo Center,2025-11-25,1958,50,UZakho
EV653,Halabja Business Bootcamp 2026,Sports,Halabja,Sirwan Park,2025-05-14,5045,60,Kurdistan Tech Association
EV654,Erbil Health Expo 2024,Music,Erbil,Sami Abdulrahman Park,2025-08-12,9802,15,StartupKRG
EV655,Duhok Book Meetup 2025,Business,Duhok,Dream Hall Duhok,2024-01-25,7430,25,UoS
EV656,Duhok Education Expo 2026,Business,Duhok,Duhok Expo,2024-12-14,2652,15,AUK
EV657,Duhok Book Festival 2024,Cultural,Duhok,Dream Hall Duhok,2024-03-09,8330,100,KRG Media Commission
EV658,Duhok Heritage Expo 2025,Technology,Duhok,Duhok Expo,2024-10-22,7112,40,Kurdistan Data Institute
EV659,Sulaymaniyah Culture Fair 2026,Health,Sulaymaniyah,UoS Hall,2026-11-29,7511,35,Kurdistan Data Institute
EV660,Erbil Book Bootcamp 2024,Technology,Erbil,Divan Hotel Erbil,2024-04-02,5932,5,UKH
EV661,Sulaymaniyah Heritage Week 2025,Conference,Sulaymaniyah,Bakhtiary Arena,2024-11-19,9622,60,KRG Presidency
EV662,Sulaymaniyah Health Expo 2026,Health,Sulaymaniyah,UoS Hall,2026-01-03,8362,40,Sulaymaniyah Events Co.
EV663,Sulaymaniyah Business Week 2024,Commemorative,Sulaymaniyah,Slemani Expo Center,2026-12-11,5524,100,UKH
EV664,Halabja Book Bootcamp 2025,Business,Halabja,Halabja Memorial,2024-08-04,10581,20,UoS
EV665,Duhok Education Bootcamp 2026,Technology,Duhok,Dream Hall Duhok,2025-04-02,8811,35,Kurdistan Data Institute
EV666,Halabja Education Forum 2024,Cultural,Halabja,Halabja Youth Center,2025-09-09,5229,5,Kurdistan Tech Association
EV667,Duhok Heritage Fair 2025,Music,Duhok,Duhok Stadium,2026-12-15,7301,100,Kurdistan Tech Association
EV668,Erbil Innovation Expo 2026,Cultural,Erbil,Erbil International Fair Ground,2024-04-17,4120,25,AUK
EV669,Sulaymaniyah Education Festival 2024,Technology,Sulaymaniyah,Goizha Convention Center,2024-12-19,8782,35,KRG Presidency
EV670,Sulaymaniyah Book Conference 2025,Business,Sulaymaniyah,Bakhtiary Arena,2026-10-05,11524,50,UZakho
EV671,Sulaymaniyah Innovation Forum 2026,Commemorative,Sulaymaniyah,Slemani Expo Center,2026-10-31,5060,100,AUK
EV672,Duhok Film Summit 2024,Education,Duhok,Duhok Expo,2024-05-24,4944,35,AUK
EV673,Erbil Culture Fair 2025,Technology,Erbil,Erbil International Fair Ground,2024-06-19,9203,60,Kurdistan Tech Association
EV674,Sulaymaniyah Film Fair 2026,Health,Sulaymaniyah,Slemani Expo Center,2024-08-20,8037,80,Sulaymaniyah Events Co.
EV675,Halabja Health Forum 2024,Sports,Halabja,Halabja Youth Center,2026-02-17,7019,50,Kurdistan Data Institute
EV676,Duhok Film Fair 2025,Business,Duhok,Duhok Expo,2025-08-12,10090,15,Kurdistan Tech Association
EV677,Zakho Business Summit 2026,Sports,Zakho,Zakho Stadium,2024-02-29,6783,10,Duhok Sports Directorate
EV678,Halabja Startup Summit 2024,Cultural,Halabja,Halabja Youth Center,2025-08-05,3653,25,UoS
EV679,Halabja Health Meetup 2025,Education,Halabja,Halabja Cultural Hall,2024-09-18,8335,40,UKH
EV680,Duhok Heritage Summit 2026,Sports,Duhok,Duhok Stadium,2025-11-08,375,10,Duhok Sports Directorate
EV681,Erbil Innovation Camp 2024,Government,Erbil,Erbil International Fair Ground,2025-03-07,11745,100,Duhok Sports Directorate
EV682,Duhok Business Fair 2025,Cultural,Duhok,AUK Campus,2026-02-02,302,60,Sulaymaniyah Events Co.
EV683,Zakho Culture Camp 2026,Government,Zakho,Zakho Stadium,2026-05-22,1212,40,StartupKRG
EV684,Erbil Heritage Festival 2024,Education,Erbil,Erbil Citadel Grounds,2024-12-30,11359,50,Zakho Municipality
EV685,Erbil Culture Festival 2025,Cultural,Erbil,Empire World Mall,2026-05-29,10769,5,KRG Presidency
EV686,Halabja Book Summit 2026,Government,Halabja,Halabja Cultural Hall,2024-11-13,3644,60,AUK
EV687,Halabja Heritage Conference 2024,Technology,Halabja,Sirwan Park,2024-07-13,2730,10,Zakho Municipality
EV688,Zakho Startup Bootcamp 2025,Cultural,Zakho,University of Zakho Hall,2026-05-29,222,40,UZakho
EV689,Zakho Heritage Summit 2026,Business,Zakho,Zakho Park,2026-07-18,715,40,Zakho Municipality
EV690,Erbil Education Meetup 2024,Sports,Erbil,Erbil Citadel Grounds,2025-04-25,4143,5,Sulaymaniyah Events Co.
EV691,Halabja Book Bootcamp 2025,Government,Halabja,Sirwan Park,2024-08-27,1553,50,UKH
EV692,Zakho Education Conference 2026,Cultural,Zakho,Zakho Stadium,2025-02-12,1332,5,AUK
EV693,Sulaymaniyah Culture Camp 2024,Commemorative,Sulaymaniyah,Goizha Convention Center,2025-07-08,8503,60,UZakho
EV694,Duhok Health Fair 2025,Commemorative,Duhok,Duhok Cultural Center,2026-03-02,11829,25,StartupKRG
EV695,Erbil Startup Camp 2026,Education,Erbil,Divan Hotel Erbil,2025-06-30,3903,20,Sulaymaniyah Events Co.
EV696,Duhok Film Summit 2024,Business,Duhok,Duhok Cultural Center,2024-01-19,8877,25,UKH
EV697,Erbil Education Conference 2025,Conference,Erbil,UKH Campus,2026-07-11,11423,25,UoS
EV698,Erbil Health Camp 2026,Business,Erbil,Empire World Mall,2025-06-08,2900,25,Duhok Sports Directorate
EV699,Sulaymaniyah Film Bootcamp 2024,Music,Sulaymaniyah,Azmar Resort,2025-04-12,11665,10,KRG Government
EV700,Erbil Book Fair 2025,Music,Erbil,UKH Campus,2024-02-19,5386,40,KRG Media Commission
EV701,Zakho Startup Expo 2026,Health,Zakho,Zakho Stadium,2025-12-06,2771,0,Kurdistan Tech Association
EV702,Halabja Book Fair 2024,Health,Halabja,Halabja Youth Center,2024-07-03,1494,0,AUK
EV703,Halabja Health Expo 2025,Technology,Halabja,Halabja Memorial,2024-11-30,8590,35,KRG Government
EV704,Duhok Education Bootcamp 2026,Sports,Duhok,Duhok Stadium,2025-12-26,7714,60,UZakho
EV705,Erbil Culture Festival 2024,Technology,Erbil,UKH Campus,2026-12-01,6657,50,Kurdistan Data Institute
EV706,Sulaymaniyah Film Camp 2025,Sports,Sulaymaniyah,UoS Hall,2024-09-04,11067,25,Kurdistan Tech Association
EV707,Erbil Business Conference 2026,Government,Erbil,Sami Abdulrahman Park,2026-05-16,7279,15,KRG Ministry of Culture
EV708,Halabja Innovation Conference 2024,Health,Halabja,Halabja Memorial,2026-12-18,1606,10,UKH
EV709,Zakho Startup Conference 2025,Music,Zakho,University of Zakho Hall,2024-01-29,772,5,SPU
EV710,Erbil Education Week 2026,Conference,Erbil,Sami Abdulrahman Park,2025-04-27,10449,5,UKH
EV711,Erbil Film Conference 2024,Cultural,Erbil,Rotana Hotel,2025-11-29,7576,100,KRG Media Commission
EV712,Sulaymaniyah Business Bootcamp 2025,Government,Sulaymaniyah,Azmar Resort,2024-10-30,4196,0,Kurdistan Tech Association
EV713,Duhok Health Week 2026,Technology,Duhok,Duhok Expo,2026-03-26,4627,50,Duhok Sports Directorate
EV714,Zakho Education Meetup 2024,Conference,Zakho,Zakho Park,2024-02-25,1968,20,StartupKRG
