property_id,type,city,district,area_m2,bedrooms,listed_price_usd,status,listed_date
R736,Land,Erbil,Empire World,855,0,13081,for_rent,2024-06-28
R737,Apartment,Sulaymaniyah,Italian Village,86,3,1913,for_rent,2025-05-13
R738,Villa,Sulaymaniyah,Italian Village,311,7,500710,for_sale,2025-03-03
R739,Office,Zakho,Bekhma Road,304,0,4420,for_rent,2025-10-31
R740,Shop,Halabja,Bakrajo,75,0,1838,for_rent,2024-12-05
R741,House,Zakho,Khabat,155,5,212970,for_sale,2025-02-14
R742,Shop,Sulaymaniyah,Salim Street,91,0,118027,for_sale,2024-11-29
R743,Shop,Sulaymaniyah,Goizha,31,0,46097,for_sale,2025-07-07
R744,Apartment,Sulaymaniyah,Italian Village,177,3,163725,for_sale,2024-07-09
R745,Apartment,Duhok,Industrial Zone,163,2,2979,for_rent,2025-01-13
R746,Land,Duhok,KRO Road,956,0,14932,for_rent,2025-12-27
R747,Villa,Halabja,Bakrajo,394,4,6469,for_rent,2025-04-05
R748,Shop,Halabja,Sarchnar,117,0,873,for_rent,2025-04-28
R749,Shop,Zakho,Mishko,78,0,89622,for_sale,2024-07-28
R750,Shop,Erbil,Ainkawa,106,0,161544,for_sale,2024-06-29
R751,Villa,Erbil,North Ring Road,361,4,890226,for_sale,2024-06-24
R752,Land,Sulaymaniyah,Tanjaro,1598,0,12256,for_rent,2024-10-22
R753,Villa,Duhok,Masike,594,4,13745,for_rent,2024-02-29
R754,House,Erbil,Kasnazan,151,4,3581,for_rent,2025-02-10
R755,Office,Zakho,Bekhma Road,342,0,851238,for_sale,2025-05-16
R756,Shop,Sulaymaniyah,Goizha,90,0,84240,for_sale,2025-03-01
R757,House,Halabja,Memorial District,217,2,4698,for_rent,2024-03-10
R758,Villa,Halabja,Bakrajo,510,4,644640,for_sale,2025-07-06
R759,Land,Duhok,Gir Area,1332,0,3218112,for_sale,2024-02-18
R760,House,Zakho,Mahabad,280,3,4107,for_rent,2024-02-18
R761,Villa,Sulaymaniyah,Sarchinar,565,7,5938,for_rent,2025-11-24
R762,House,Halabja,Bakrajo,143,3,1450,for_rent,2025-04-25
R763,Villa,Zakho,Bekhma Road,566,4,13187,for_rent,2025-02-20
R764,Shop,Sulaymaniyah,Sarchinar,81,0,1435,for_rent,2024-01-14
R765,Land,Halabja,Khurmal,3250,0,2752750,for_sale,2024-04-24
R766,Office,Zakho,Mahabad,191,0,3436,for_rent,2024-11-06
R767,Apartment,Duhok,Bajel,156,4,3166,for_rent,2024-10-14
R768,House,Halabja,Sirwan,209,5,407968,for_sale,2024-05-18
R769,Villa,Halabja,Kani Ashqan,282,5,675390,for_sale,2024-02-17
R770,Shop,Duhok,Malta,30,0,300,for_rent,2025-11-17
R771,Office,Erbil,Ainkawa,121,0,2907,for_rent,2024-02-04
R772,Land,Halabja,New Halabja,2941,0,6020227,for_sale,2025-04-02
R773,Office,Halabja,Memorial District,295,0,3649,for_rent,2025-06-01
R774,Villa,Duhok,Baroshke,552,7,980904,for_sale,2024-12-03
R775,Apartment,Erbil,Erbil Tower,143,3,95953,for_sale,2025-10-17
R776,Shop,Zakho,Kashan,89,0,2127,for_rent,2024-01-24
R777,Apartment,Zakho,Batifa Road,136,2,1468,for_rent,2024-06-19
R778,Land,Zakho,Kashan,2044,0,16495,for_rent,2025-04-09
R779,Apartment,Erbil,Kasnazan,152,1,216144,for_sale,2024-06-02
R780,Apartment,Erbil,North Ring Road,141,1,817,for_rent,2025-12-03
R781,Land,Zakho,Darkar,2285,0,26803,for_rent,2024-08-03
R782,Shop,Halabja,Sarchnar,113,0,1909,for_rent,2025-10-28
R783,House,Sulaymaniyah,Malik Mahmood,270,2,3723,for_rent,2024-11-25
R784,House,Sulaymaniyah,Salim Street,254,3,127000,for_sale,2024-01-21
R785,Villa,Sulaymaniyah,Tasluja,464,7,8913,for_rent,2025-12-22
R786,Apartment,Halabja,Bazaar Area,120,1,147000,for_sale,2024-03-28
R787,Villa,Sulaymaniyah,Goizha,543,7,1356957,for_sale,2024-03-15
R788,Office,Halabja,Khurmal,139,0,1082,for_rent,2024-07-13
R789,Shop,Sulaymaniyah,Goizha,90,0,66240,for_sale,2025-04-17
R790,House,Duhok,Malta,278,2,5621,for_rent,2024-01-10
R791,Shop,Zakho,Mahabad,56,0,126224,for_sale,2025-11-29
R792,House,Sulaymaniyah,Raparin,236,2,523684,for_sale,2025-04-08
R793,Apartment,Duhok,KRO Road,108,4,188784,for_sale,2025-11-21
R794,Land,Sulaymaniyah,Tasluja,952,0,18316,for_rent,2025-02-27
R795,House,Sulaymaniyah,Azadi,307,4,2345,for_rent,2024-07-14
R796,Shop,Duhok,Nizarke,103,0,1087,for_rent,2025-05-14
R797,House,Erbil,Ainkawa,214,4,444692,for_sale,2024-01-05
R798,Apartment,Sulaymaniyah,Malik Mahmood,151,4,151755,for_sale,2024-01-23
R799,Villa,Duhok,Gir Area,322,7,2559,for_rent,2024-02-11
R800,Shop,Erbil,Citadel Area,68,0,1283,for_rent,2025-12-25
R801,Land,Zakho,Mahabad,2828,0,6931428,for_sale,2024-09-29
R802,Apartment,Duhok,Nizarke,128,2,2616,for_rent,2024-02-03
R803,Apartment,Zakho,Darkar,176,2,429264,for_sale,2025-10-09
R804,Land,Halabja,New Halabja,2903,0,1773733,for_sale,2025-04-20
R805,Apartment,Zakho,Batifa Road,75,4,1719,for_rent,2024-06-23
R806,House,Duhok,Masike,180,5,409140,for_sale,2024-12-11
R807,Office,Erbil,Dream City,187,0,436271,for_sale,2024-01-03
R808,House,Erbil,Empire World,248,2,4994,for_rent,2024-03-28
R809,House,Halabja,New Halabja,155,2,165075,for_sale,2024-08-09
R810,Apartment,Sulaymaniyah,Salim Street,116,2,2235,for_rent,2024-02-26
R811,Office,Halabja,New Halabja,349,0,5468,for_rent,2024-06-08
R812,House,Sulaymaniyah,Sarchinar,252,4,5601,for_rent,2024-11-15
R813,Shop,Sulaymaniyah,Azadi,32,0,25568,for_sale,2024-05-13
R814,Office,Zakho,Rizgary,150,0,102600,for_sale,2025-01-29
R815,Shop,Erbil,Empire World,43,0,300,for_rent,2024-07-04
R816,Land,Erbil,Kasnazan,3909,0,55507,for_rent,2024-08-13
R817,Villa,Erbil,Erbil Tower,275,7,175725,for_sale,2024-12-12
R818,Villa,Duhok,Baroshke,624,7,391248,for_sale,2024-11-23
R819,House,Halabja,Bazaar Area,256,4,2426,for_rent,2025-10-17
R820,Land,Sulaymaniyah,Sarchinar,721,0,13482,for_rent,2025-10-14
R821,Shop,Sulaymaniyah,Tasluja,98,0,719,for_rent,2024-01-22
R822,House,Zakho,Kashan,241,4,141708,for_sale,2024-11-02
R823,Land,Halabja,Shahid Area,3557,0,82273,for_rent,2024-03-29
R824,Shop,Duhok,Masike,92,0,2030,for_rent,2025-08-29
R825,Apartment,Zakho,Khabat,175,1,319725,for_sale,2024-07-09
R826,Office,Erbil,Kasnazan,115,0,1557,for_rent,2024-01-11
R827,House,Duhok,Nizarke,178,4,1194,for_rent,2024-01-02
R828,Land,Sulaymaniyah,Raparin,3641,0,76461,for_rent,2024-05-09
R829,Office,Duhok,Shindokha,141,0,303432,for_sale,2024-11-02
R830,Shop,Halabja,Sarchnar,71,0,1743,for_rent,2024-03-24
R831,Villa,Zakho,City Centre,290,4,6623,for_rent,2025-10-29
R832,Shop,Erbil,Empire World,74,0,825,for_rent,2025-01-05
R833,Villa,Halabja,Khurmal,530,6,1305390,for_sale,2025-08-17
R834,Villa,Zakho,Rizgary,302,6,428840,for_sale,2024-09-17
R835,Apartment,Zakho,Bekhma Road,153,3,135864,for_sale,2024-10-29
R836,Villa,Duhok,Malta,565,4,11260,for_rent,2025-11-13
R837,House,Halabja,Bazaar Area,217,5,4131,for_rent,2024-05-12
R838,Shop,Erbil,Kasnazan,46,0,65228,for_sale,2024-07-15
R839,House,Duhok,Zawita Road,171,3,342000,for_sale,2025-07-24
R840,Apartment,Sulaymaniyah,Azadi,123,4,1035,for_rent,2025-03-31
R841,House,Duhok,Baroshke,257,3,4029,for_rent,2025-06-16
R842,Shop,Halabja,Sarchnar,51,0,1141,for_rent,2024-12-10
R843,Villa,Erbil,Ainkawa,479,5,7218,for_rent,2024-08-12
R844,Apartment,Zakho,City Centre,113,2,223853,for_sale,2024-02-04
R845,Apartment,Duhok,Industrial Zone,151,2,246432,for_sale,2025-01-16
R846,House,Sulaymaniyah,Malik Mahmood,153,3,1947,for_rent,2025-08-02
R847,Land,Duhok,Gir Area,1837,0,32367,for_rent,2025-09-12
R848,Office,Halabja,Memorial District,138,0,1519,for_rent,2024-11-24
R849,Land,Sulaymaniyah,Azadi,1077,0,24200,for_rent,2025-08-18
R850,Villa,Duhok,Shindokha,357,4,4708,for_rent,2024-09-06
R851,Villa,Duhok,Nizarke,512,4,565248,for_sale,2025-04-20
R852,Apartment,Zakho,Rizgary,166,1,403712,for_sale,2025-01-15
R853,Office,Duhok,Nizarke,172,0,4298,for_rent,2024-01-18
R854,House,Zakho,Mishko,229,4,1914,for_rent,2024-08-09
R855,House,Sulaymaniyah,Salim Street,223,3,497736,for_sale,2025-08-31
R856,Office,Duhok,Baroshke,298,0,5578,for_rent,2024-03-26
R857,House,Sulaymaniyah,Goizha,314,2,4025,for_rent,2025-08-16
R858,Shop,Zakho,New Zakho,105,0,1969,for_rent,2025-09-21
R859,House,Erbil,Ainkawa,197,2,132384,for_sale,2025-12-19
R860,Land,Zakho,Kashan,1381,0,28918,for_rent,2025-06-20
R861,Shop,Zakho,Bekhma Road,88,0,219824,for_sale,2025-02-17
R862,House,Halabja,Shahid Area,309,5,605949,for_sale,2024-12-17
R863,Land,Sulaymaniyah,Sarchinar,3652,0,4448136,for_sale,2024-03-20
R864,Apartment,Halabja,Sirwan,144,3,1571,for_rent,2025-02-03
R865,House,Erbil,Citadel Area,253,3,397716,for_sale,2025-05-28
R866,Land,Halabja,Sarchnar,2592,0,1557792,for_sale,2024-12-19
R867,Land,Zakho,Mishko,421,0,7670,for_rent,2024-07-02
R868,Office,Duhok,Nizarke,157,0,1618,for_rent,2025-08-11
R869,Villa,Zakho,Kashan,646,4,9011,for_rent,2024-02-24
R870,Land,Duhok,Shindokha,2138,0,5325758,for_sale,2024-11-25
R871,Land,Duhok,Malta,2463,0,2352165,for_sale,2025-08-05
R872,House,Halabja,Sirwan,268,4,1755,for_rent,2024-03-23
R873,Villa,Sulaymaniyah,Goizha,541,7,4322,for_rent,2024-05-26
R874,House,Sulaymaniyah,Azadi,209,5,407132,for_sale,2025-04-25
R875,Office,Erbil,Empire World,223,0,5298,for_rent,2025-05-30
R876,Apartment,Zakho,Batifa Road,164,1,2546,for_rent,2025-06-08
R877,Office,Duhok,Baroshke,302,0,4934,for_rent,2025-04-10
R878,Shop,Zakho,Mahabad,69,0,1427,for_rent,2024-08-08
R879,Villa,Halabja,Kani Ashqan,366,5,368562,for_sale,2025-12-05
R880,Apartment,Zakho,Darkar,150,2,3012,for_rent,2024-01-09
R881,Office,Sulaymaniyah,Sarchinar,301,0,431634,for_sale,2025-02-16
R882,Land,Erbil,Citadel Area,1538,0,19578,for_rent,2025-03-20
R883,Villa,Zakho,New Zakho,447,5,1033017,for_sale,2024-08-03
R884,House,Erbil,Dream City,164,4,2709,for_rent,2025-05-25
R885,Apartment,Erbil,Ankawa,92,2,1584,for_rent,2024-03-23
R886,Shop,Sulaymaniyah,Raparin,109,0,69651,for_sale,2024-08-02
R887,Apartment,Zakho,Khabat,165,1,3209,for_rent,2025-09-08
R888,Apartment,Erbil,Gulan Street,98,4,158564,for_sale,2025-03-19
R889,Villa,Halabja,Bakrajo,372,5,884988,for_sale,2025-04-11
R890,Land,Sulaymaniyah,Tasluja,2343,0,15370,for_rent,2024-10-22
R891,Office,Duhok,Baroshke,135,0,70605,for_sale,2025-12-17
R892,Shop,Halabja,Khurmal,51,0,103020,for_sale,2025-05-17
R893,Shop,Halabja,Shahid Area,104,0,60840,for_sale,2024-02-09
R894,Shop,Halabja,Sirwan,30,0,29100,for_sale,2024-05-25
R895,House,Zakho,Darkar,272,2,419424,for_sale,2024-07-27
R896,House,Duhok,KRO Road,226,4,486578,for_sale,2025-05-28
R897,Shop,Duhok,Shindokha,49,0,75362,for_sale,2024-03-24
R898,Shop,Erbil,Empire World,106,0,55226,for_sale,2025-10-18
R899,Land,Sulaymaniyah,Italian Village,1570,0,874490,for_sale,2024-11-04
R900,House,Sulaymaniyah,Tanjaro,295,3,6546,for_rent,2024-10-27
R901,Apartment,Duhok,Bajel,140,4,2515,for_rent,2025-03-24
R902,Shop,Sulaymaniyah,Tanjaro,51,0,638,for_rent,2025-10-05
R903,Apartment,Erbil,Ankawa,81,1,75573,for_sale,2025-01-31
R904,Apartment,Duhok,Industrial Zone,84,1,49224,for_sale,2025-09-15
R905,Apartment,Zakho,Bekhma Road,175,3,3232,for_rent,2025-05-01
R906,House,Erbil,Gulan Street,212,5,5090,for_rent,2025-01-30
R907,Villa,Sulaymaniyah,Salim Street,633,5,10317,for_rent,2024-06-28
R908,Apartment,Erbil,Citadel Area,97,2,87882,for_sale,2024-01-25
R909,Villa,Zakho,City Centre,408,5,9163,for_rent,2024-09-27
R910,Office,Erbil,Ainkawa,254,0,4310,for_rent,2025-10-25
R911,Shop,Halabja,Bakrajo,87,0,1594,for_rent,2025-10-03
R912,Land,Duhok,Zawita Road,3644,0,3439936,for_sale,2025-11-13
R913,Shop,Duhok,Malta,76,0,747,for_rent,2024-01-04
R914,Villa,Zakho,Batifa Road,327,4,460089,for_sale,2024-08-31
R915,Apartment,Sulaymaniyah,Italian Village,92,4,213900,for_sale,2024-01-10
R916,Apartment,Halabja,Sirwan,117,2,109278,for_sale,2024-10-13
R917,House,Zakho,Bekhma Road,188,2,111108,for_sale,2024-09-28
R918,Land,Erbil,Erbil Tower,374,0,531454,for_sale,2024-03-18
R919,Land,Zakho,Batifa Road,3799,0,81602,for_rent,2024-11-12
R920,Land,Halabja,Sarchnar,1807,0,17220,for_rent,2025-09-23
R921,House,Zakho,City Centre,266,3,272118,for_sale,2025-10-18
R922,Apartment,Erbil,Ankawa,87,3,502,for_rent,2024-07-08
R923,Shop,Sulaymaniyah,Goizha,115,0,1450,for_rent,2025-12-21
R924,Land,Halabja,Sirwan,2873,0,5599477,for_sale,2025-03-20
R925,Villa,Duhok,Industrial Zone,575,4,1394375,for_sale,2024-10-19
R926,Office,Zakho,Batifa Road,328,0,5749,for_rent,2025-09-24
R927,Apartment,Sulaymaniyah,Raparin,114,1,228912,for_sale,2024-01-12
R928,Villa,Duhok,Shindokha,569,7,6236,for_rent,2024-09-01
R929,Villa,Zakho,Bekhma Road,384,5,620544,for_sale,2025-12-04
R930,Villa,Erbil,Kasnazan,296,7,7385,for_rent,2025-04-24
R931,Office,Halabja,New Halabja,190,0,3826,for_rent,2024-08-27
R932,House,Erbil,Gulan Street,206,3,336810,for_sale,2025-06-24
R933,Shop,Halabja,Memorial District,88,0,148720,for_sale,2025-12-01
R934,Shop,Halabja,Central Park,58,0,136996,for_sale,2024-05-04
R935,Office,Duhok,Bajel,230,0,3197,for_rent,2025-02-28
R936,Land,Sulaymaniyah,Italian Village,515,0,1266900,for_sale,2024-07-23
R937,Villa,Halabja,New Halabja,329,5,8159,for_rent,2024-01-30
R938,Office,Sulaymaniyah,Tanjaro,245,0,3064,for_rent,2024-02-21
R939,Villa,Sulaymaniyah,Azadi,622,6,1352228,for_sale,2025-11-29
R940,House,Erbil,Kasnazan,272,5,6392,for_rent,2024-02-17
R941,Shop,Halabja,Sarchnar,41,0,81098,for_sale,2024-05-27
R942,Apartment,Duhok,Shindokha,122,2,1703,for_rent,2024-09-10
R943,Apartment,Zakho,Khabat,91,4,213486,for_sale,2024-04-27
R944,Office,Duhok,Shindokha,108,0,85752,for_sale,2025-09-25
R945,Office,Zakho,Mishko,267,0,1914,for_rent,2024-01-01
R946,Villa,Halabja,Khurmal,479,6,10796,for_rent,2025-10-28
R947,Villa,Halabja,Sarchnar,259,5,5786,for_rent,2025-01-17
R948,Office,Sulaymaniyah,Salim Street,229,0,348538,for_sale,2025-10-26
R949,Shop,Erbil,Gulan Street,62,0,585,for_rent,2024-09-02
R950,Apartment,Erbil,North Ring Road,92,4,120520,for_sale,2025-05-17
R951,House,Sulaymaniyah,Sarchinar,242,3,5198,for_rent,2024-01-04
R952,Villa,Halabja,Sarchnar,601,6,748245,for_sale,2025-09-27
R953,Office,Duhok,Baroshke,229,0,1770,for_rent,2025-04-10
R954,Shop,Erbil,Ainkawa,82,0,512,for_rent,2024-08-01
R955,Apartment,Zakho,Kashan,144,2,2633,for_rent,2024-12-23
R956,House,Halabja,Sarchnar,216,4,2075,for_rent,2025-03-29
R957,Shop,Zakho,Rizgary,119,0,171598,for_sale,2024-06-02
R958,Villa,Duhok,Shindokha,459,4,424575,for_sale,2025-10-16
R959,Shop,Halabja,Bakrajo,56,0,1270,for_rent,2024-08-14
R960,Villa,Halabja,Khurmal,305,7,5538,for_rent,2025-06-22
R961,Office,Zakho,Khabat,139,0,1298,for_rent,2024-11-03
R962,Shop,Zakho,Mishko,87,0,1248,for_rent,2024-06-16
R963,Villa,Halabja,Sirwan,581,5,9725,for_rent,2025-08-06
R964,Shop,Zakho,Mishko,92,0,894,for_rent,2025-01-19
R965,Villa,Zakho,City Centre,440,4,5513,for_rent,2024-09-19
R966,Land,Erbil,Ainkawa,1247,0,872900,for_sale,2025-04-15
R967,Villa,Duhok,Nizarke,528,4,11853,for_rent,2025-11-03
R968,Land,Halabja,Bakrajo,2415,0,3054975,for_sale,2025-12-24
R969,Office,Erbil,Koya Road,167,0,128256,for_sale,2024-01-27
R970,Villa,Sulaymaniyah,Azadi,597,7,876396,for_sale,2025-07-29
R971,Office,Zakho,Batifa Road,261,0,289971,for_sale,2025-07-11
R972,Villa,Halabja,Bakrajo,636,4,1326060,for_sale,2025-09-05
R973,Office,Erbil,Erbil Tower,267,0,2250,for_rent,2024-08-02
R974,Shop,Duhok,KRO Road,33,0,367,for_rent,2024-06-07
R975,Shop,Erbil,North Ring Road,118,0,200836,for_sale,2025-04-15
R976,House,Halabja,Shahid Area,268,5,616668,for_sale,2024-02-17
R977,Apartment,Erbil,Ankawa,127,1,67056,for_sale,2025-10-25
R978,Land,Sulaymaniyah,Raparin,2395,0,1865705,for_sale,2024-12-17
R979,Villa,Duhok,Gir Area,265,6,476205,for_sale,2024-05-31
R980,Villa,Erbil,Empire World,382,4,4515,for_rent,2024-12-22
R981,House,Sulaymaniyah,Tasluja,164,5,3667,for_rent,2024-11-27
R982,Shop,Erbil,Erbil Tower,95,0,1196,for_rent,2024-06-05
R983,Land,Erbil,Ankawa,3136,0,7059136,for_sale,2025-02-19
R984,House,Erbil,Kasnazan,270,2,363960,for_sale,2025-08-12
R985,Apartment,Halabja,Shahid Area,140,1,211820,for_sale,2025-11-03
R986,Villa,Erbil,Ankawa,466,7,7469,for_rent,2024-07-12
R987,Apartment,Halabja,Shahid Area,88,1,1039,for_rent,2025-12-10
R988,Land,Halabja,Bazaar Area,1039,0,18837,for_rent,2024-08-23
R989,Land,Halabja,Bazaar Area,2404,0,5469100,for_sale,2024-09-15
R990,House,Erbil,Empire World,182,2,397488,for_sale,2024-05-16
R991,Villa,Sulaymaniyah,Tanjaro,267,5,275277,for_sale,2025-05-12
R992,Apartment,Halabja,Memorial District,148,3,2159,for_rent,2025-05-13
R993,Villa,Sulaymaniyah,Bakhtiary,412,4,935240,for_sale,2024-06-30
R994,Villa,Duhok,Industrial Zone,309,7,447123,for_sale,2024-02-19
R995,House,Sulaymaniyah,Goizha,192,4,432384,for_sale,2024-06-08
R996,Villa,Zakho,City Centre,278,5,2493,for_rent,2025-11-15
R997,House,Erbil,Dream City,304,3,198816,for_sale,2024-07-30
R998,Apartment,Zakho,Khabat,102,4,180336,for_sale,2024-07-17
R999,Office,Erbil,Kasnazan,176,0,137808,for_sale,2025-01-13
R1000,Shop,Erbil,Koya Road,98,0,1158,for_rent,2025-01-27
