hospital_id,name,city,type,beds,specialities,director
H433,Sulaymaniyah Community Hospital 433,Sulaymaniyah,Specialist,86,"Emergency, General, Neurology, Mental Health",Dr. Sardar Latif Saeed
H434,Sulaymaniyah Medical Hospital 434,Sulaymaniyah,Specialist,626,"Haematology, Cardiac Surgery, Mental Health, Oncology",Dr. Sardar Bakr Othman
H435,Sulaymaniyah Teaching Hospital 435,Sulaymaniyah,Teaching,395,"Emergency, Paediatrics",Dr. Sardar Jamal Nasser
H436,Zakho Community Hospital 436,Zakho,Specialist,74,"Haematology, Mental Health",Dr. Karwan Hama Othman
H437,Erbil Teaching Hospital 437,Erbil,Private,308,"General, Orthopaedics",Dr. Saman Sherzad Karimi
H438,Zakho Medical Hospital 438,Zakho,Private,125,"Paediatrics, Oncology, Cardiology, Haematology",Dr. Farhad Farhad Taha
H439,Sulaymaniyah Private Hospital 439,Sulaymaniyah,Public,660,"Emergency, Cardiac Surgery",Dr. Baran Aryan Mahmoud
H440,Halabja Teaching Hospital 440,Halabja,Private,75,"General, Research",Dr. Aryan Omar Saeed
H441,Sulaymaniyah Medical Hospital 441,Sulaymaniyah,Private,198,"Nephrology, General",Dr. Fuad Ihsan Hama
H442,Zakho Medical Hospital 442,Zakho,Teaching,342,"Neurology, Oncology, Paediatrics, General",Dr. Rami Raber Ali
H443,Zakho Private Hospital 443,Zakho,Private,113,"Surgery, Paediatrics, Oncology, Nephrology",Dr. Zeynep Salam Rashid
H444,Sulaymaniyah Private Hospital 444,Sulaymaniyah,Public,221,"Surgery, Cardiac Surgery, Endocrinology, General",Dr. Alan Aryan Said
H445,Erbil Specialist Hospital 445,Erbil,Teaching,565,"Haematology, Cardiac Surgery, Nephrology",Dr. Nawzad Hama Rashid
H446,Duhok Medical Hospital 446,Duhok,Public,486,"General, Emergency, Haematology",Dr. Narin Rebaz Rashid
H447,Duhok Specialist Hospital 447,Duhok,Private,513,"Research, Paediatrics",Dr. Farhad Rebaz Ahmad
H448,Duhok Medical Hospital 448,Duhok,Public,502,"Surgery, Nephrology, Neurology",Dr. Layla Mustafa Ahmad
H449,Halabja Specialist Hospital 449,Halabja,Specialist,104,"Research, Paediatrics, Endocrinology",Dr. Bestun Omar Rashid
H450,Halabja Community Hospital 450,Halabja,Teaching,208,"Emergency, Paediatrics, Oncology, Surgery",Dr. Zeynep Latif Karimi
H451,Halabja Teaching Hospital 451,Halabja,Public,436,"Endocrinology, Oncology, Haematology, Mental Health",Dr. Narin Jalal Faris
H452,Erbil General Hospital 452,Erbil,Specialist,84,"Orthopaedics, Paediatrics, Cardiology",Dr. Vian Jamal Ahmad
H453,Zakho Community Hospital 453,Zakho,Specialist,437,"General, Endocrinology, Orthopaedics, Cardiology",Dr. Saman Fuad Hasan
H454,Duhok Private Hospital 454,Duhok,Private,176,"Oncology, Paediatrics",Dr. Dara Saeed Kadir
H455,Sulaymaniyah Community Hospital 455,Sulaymaniyah,Teaching,135,"Research, Orthopaedics, Nephrology, Mental Health",Dr. Zeynep Mustafa Hassan
H456,Erbil Community Hospital 456,Erbil,Teaching,619,"Cardiology, Emergency, Surgery, Mental Health",Dr. Sardar Latif Faris
H457,Erbil Private Hospital 457,Erbil,Specialist,547,"Paediatrics, General",Dr. Hawkar Barzan Saeed
H458,Erbil Medical Hospital 458,Erbil,Public,532,"Mental Health, Cardiology, Cardiac Surgery",Dr. Rozhan Mohammed Salih
H459,Sulaymaniyah Teaching Hospital 459,Sulaymaniyah,Specialist,661,"Surgery, Emergency, Research",Dr. Yara Rebaz Ahmad
H460,Sulaymaniyah Private Hospital 460,Sulaymaniyah,Public,385,"Haematology, Cardiology, Mental Health",Dr. Karwan Omar Karimi
H461,Halabja General Hospital 461,Halabja,Public,158,"Mental Health, Paediatrics",Dr. Rebaz Raber Tahir
H462,Erbil Private Hospital 462,Erbil,Public,202,"General, Research",Dr. Wrya Rizgar Salih
H463,Halabja Medical Hospital 463,Halabja,Private,682,"Mental Health, Endocrinology",Dr. Dara Mohammed Mustafa
H464,Erbil Private Hospital 464,Erbil,Teaching,689,"Emergency, Paediatrics",Dr. Azad Fuad Kadir
H465,Zakho Private Hospital 465,Zakho,Private,663,"Mental Health, Nephrology, Research, Endocrinology",Dr. Bestun Hama Qadir
H466,Zakho Private Hospital 466,Zakho,Teaching,204,"Neurology, Endocrinology, Oncology",Dr. Yara Rizgar Othman
H467,Halabja Private Hospital 467,Halabja,Public,338,"Mental Health, Nephrology, Oncology",Dr. Shilan Jamal Salih
H468,Erbil Specialist Hospital 468,Erbil,Teaching,145,"Orthopaedics, Paediatrics, Neurology, General",Dr. Helin Ihsan Faris
H469,Halabja Teaching Hospital 469,Halabja,Specialist,438,"Endocrinology, Haematology, Nephrology",Dr. Jalal Jalal Othman
H470,Zakho General Hospital 470,Zakho,Specialist,358,"Research, Nephrology, Paediatrics, Cardiology",Dr. Azad Rizgar Karimi
H471,Duhok Community Hospital 471,Duhok,Public,331,"Emergency, Cardiac Surgery, Haematology",Dr. Pishtiwan Aryan Qadir
H472,Erbil Community Hospital 472,Erbil,Teaching,565,"Orthopaedics, Endocrinology",Dr. Zeynep Bakr Salih
H473,Erbil Private Hospital 473,Erbil,Teaching,77,"Paediatrics, Neurology, Endocrinology",Dr. Kamaran Sherzad Hasan
H474,Halabja Medical Hospital 474,Halabja,Teaching,299,"Oncology, Neurology",Dr. Tara Farid Faris
H475,Halabja General Hospital 475,Halabja,Public,580,"Cardiology, Nephrology",Dr. Xezal Mustafa Ahmad
H476,Erbil Community Hospital 476,Erbil,Teaching,660,"Haematology, Mental Health, Nephrology",Dr. Lana Bakr Mustafa
H477,Sulaymaniyah Specialist Hospital 477,Sulaymaniyah,Private,103,"Haematology, Cardiology, Surgery, Mental Health",Dr. Dashni Karim Ahmad
H478,Sulaymaniyah Private Hospital 478,Sulaymaniyah,Public,209,"Cardiac Surgery, Surgery, General",Dr. Avan Rizgar Omar
H479,Duhok Teaching Hospital 479,Duhok,Private,58,"Emergency, Paediatrics, Mental Health",Dr. Vian Hama Salih
H480,Halabja Teaching Hospital 480,Halabja,Private,115,"Surgery, Paediatrics, Nephrology, Cardiology",Dr. Rozhan Fuad Othman
H481,Duhok Community Hospital 481,Duhok,Specialist,55,"Surgery, Neurology, Paediatrics, Endocrinology",Dr. Rozhan Bakr Hasan
H482,Sulaymaniyah Medical Hospital 482,Sulaymaniyah,Teaching,535,"Paediatrics, Cardiac Surgery",Dr. Dara Omar Kadir
H483,Zakho General Hospital 483,Zakho,Public,327,"Oncology, Paediatrics, Research",Dr. Wrya Mustafa Rashid
H484,Halabja Teaching Hospital 484,Halabja,Specialist,653,"Paediatrics, Haematology, Emergency",Dr. Jalal Latif Faris
H485,Zakho Specialist Hospital 485,Zakho,Teaching,512,"Neurology, Research, Surgery",Dr. Rozhan Omar Nuri
H486,Duhok General Hospital 486,Duhok,Private,475,"Emergency, Oncology",Dr. Layla Kamaran Ali
H487,Halabja Medical Hospital 487,Halabja,Teaching,115,"Cardiac Surgery, Paediatrics",Dr. Nawzad Salam Kadir
H488,Zakho Teaching Hospital 488,Zakho,Teaching,590,"Emergency, General, Cardiology, Oncology",Dr. Rozhan Mustafa Salih
H489,Zakho Community Hospital 489,Zakho,Teaching,466,"Haematology, Cardiac Surgery",Dr. Randa Omar Tahir
H490,Zakho Community Hospital 490,Zakho,Private,113,"Oncology, Cardiac Surgery, Nephrology",Dr. Dashni Aziz Othman
H491,Zakho Specialist Hospital 491,Zakho,Private,154,"Neurology, Surgery, General, Research",Dr. Yara Mohammed Rashid
H492,Sulaymaniyah Medical Hospital 492,Sulaymaniyah,Private,500,"Neurology, Orthopaedics, Endocrinology, General",Dr. Dara Mustafa Hama
H493,Zakho General Hospital 493,Zakho,Teaching,355,"Haematology, Mental Health, Endocrinology, Oncology",Dr. Dashni Barzan Omar
H494,Sulaymaniyah General Hospital 494,Sulaymaniyah,Public,264,"Oncology, Mental Health",Dr. Jalal Kamaran Hassan
H495,Zakho Community Hospital 495,Zakho,Public,454,"Surgery, Paediatrics",Dr. Alan Omar Ali
H496,Duhok Specialist Hospital 496,Duhok,Specialist,435,"Nephrology, Surgery, Research, Endocrinology",Dr. Lana Barzan Omar
H497,Duhok Private Hospital 497,Duhok,Private,693,"Cardiology, Surgery, General",Dr. Farhad Rizgar Aziz
H498,Sulaymaniyah Specialist Hospital 498,Sulaymaniyah,Specialist,493,"Cardiology, Oncology",Dr. Nawzad Mohammed Ali
H499,Halabja Specialist Hospital 499,Halabja,Teaching,229,"Emergency, Cardiac Surgery, Nephrology",Dr. Jalal Latif Saeed
H500,Halabja Specialist Hospital 500,Halabja,Public,298,"General, Research, Oncology",Dr. Shilan Rizgar Nuri
H501,Sulaymaniyah Community Hospital 501,Sulaymaniyah,Private,213,"Surgery, Paediatrics, Cardiology, Oncology",Dr. Sardar Salam Omar
H502,Zakho Community Hospital 502,Zakho,Specialist,608,"Neurology, Oncology, Paediatrics",Dr. Yara Farid Omar
H503,Halabja Private Hospital 503,Halabja,Private,591,"Endocrinology, Research, Oncology, Paediatrics",Dr. Dashni Karim Mahmoud
H504,Erbil Private Hospital 504,Erbil,Specialist,509,"Oncology, General",Dr. Farhad Ihsan Kadir
H505,Zakho General Hospital 505,Zakho,Private,277,"General, Haematology, Oncology, Mental Health",Dr. Pishtiwan Farhad Hama
H506,Duhok Private Hospital 506,Duhok,Specialist,227,"Research, Paediatrics, Orthopaedics, Nephrology",Dr. Helin Farhad Rashid
H507,Zakho Medical Hospital 507,Zakho,Teaching,388,"Cardiac Surgery, Endocrinology, General, Nephrology",Dr. Kavar Hama Aziz
H508,Duhok Private Hospital 508,Duhok,Specialist,275,"Paediatrics, Orthopaedics, General, Oncology",Dr. Naz Bakr Said
H509,Duhok Medical Hospital 509,Duhok,Private,310,"Neurology, Cardiac Surgery",Dr. Zhyan Saeed Rashid
H510,Duhok Specialist Hospital 510,Duhok,Private,642,"Neurology, Haematology, Surgery",Dr. Chnar Rebaz Hama
H511,Erbil Specialist Hospital 511,Erbil,Specialist,621,"Cardiology, Haematology",Dr. Jalal Omar Tahir
H512,Halabja Medical Hospital 512,Halabja,Specialist,288,"Endocrinology, Neurology, Haematology, Mental Health",Dr. Salih Jamal Ali
H513,Zakho Community Hospital 513,Zakho,Teaching,491,"Neurology, Nephrology",Dr. Rebaz Karim Nuri
H514,Sulaymaniyah Teaching Hospital 514,Sulaymaniyah,Teaching,607,"Oncology, Emergency, Cardiology, Nephrology",Dr. Azad Hama Tahir
H515,Halabja Medical Hospital 515,Halabja,Specialist,215,"Paediatrics, General, Endocrinology, Mental Health",Dr. Mazin Rizgar Qadir
H516,Duhok Specialist Hospital 516,Duhok,Private,481,"Nephrology, Emergency, Mental Health, Neurology",Dr. Pishtiwan Mohammed Karim
H517,Zakho General Hospital 517,Zakho,Public,137,"Surgery, Emergency, Research, Orthopaedics",Dr. Naz Kamaran Karimi
H518,Sulaymaniyah Teaching Hospital 518,Sulaymaniyah,Private,566,"Surgery, General, Cardiac Surgery, Cardiology",Dr. Rebaz Omar Mahmoud
H519,Sulaymaniyah Community Hospital 519,Sulaymaniyah,Specialist,612,"Orthopaedics, Research",Dr. Rami Mohammed Ali
H520,Halabja General Hospital 520,Halabja,Public,169,"Surgery, Mental Health",Dr. Xezal Salam Taha
H521,Zakho Specialist Hospital 521,Zakho,Specialist,71,"Research, Haematology",Dr. Naz Farhad Hama
H522,Zakho Medical Hospital 522,Zakho,Specialist,122,"Surgery, Endocrinology",Dr. Tara Jamal Tahir
H523,Halabja Medical Hospital 523,Halabja,Teaching,411,"Emergency, Research, Paediatrics, Nephrology",Dr. Rebaz Hama Hasan
H524,Duhok Community Hospital 524,Duhok,Teaching,295,"Research, Nephrology, General, Endocrinology",Dr. Yara Farid Hasan
H525,Erbil Medical Hospital 525,Erbil,Teaching,343,"Neurology, Surgery",Dr. Karwan Raber Nuri
H526,Halabja Specialist Hospital 526,Halabja,Private,425,"Cardiac Surgery, Research",Dr. Avan Mustafa Karimi
H527,Zakho Private Hospital 527,Zakho,Specialist,370,"Mental Health, Surgery, Oncology, Cardiology",Dr. Hawkar Omar Qadir
H528,Sulaymaniyah General Hospital 528,Sulaymaniyah,Teaching,352,"Nephrology, Research, Paediatrics",Dr. Tara Farid Karimi
H529,Sulaymaniyah General Hospital 529,Sulaymaniyah,Teaching,524,"Oncology, Paediatrics, Mental Health, Haematology",Dr. Helin Aziz Aziz
H530,Halabja Teaching Hospital 530,Halabja,Teaching,297,"General, Orthopaedics, Cardiac Surgery",Dr. Dara Karim Mustafa
H531,Sulaymaniyah Private Hospital 531,Sulaymaniyah,Private,646,"Neurology, General, Cardiac Surgery",Dr. Helin Saeed Omar
H532,Sulaymaniyah Specialist Hospital 532,Sulaymaniyah,Teaching,142,"Nephrology, Endocrinology, General, Emergency",Dr. Dara Mustafa Ahmad
H533,Erbil Community Hospital 533,Erbil,Private,412,"Research, Cardiac Surgery",Dr. Aryan Aryan Ali
H534,Halabja Community Hospital 534,Halabja,Teaching,539,"Cardiac Surgery, General",Dr. Azad Saber Mustafa
H535,Sulaymaniyah Private Hospital 535,Sulaymaniyah,Teaching,466,"Oncology, Research",Dr. Layla Omar Said
H536,Halabja General Hospital 536,Halabja,Teaching,288,"Orthopaedics, Endocrinology",Dr. Narin Mustafa Aziz
H537,Duhok Medical Hospital 537,Duhok,Specialist,230,"Orthopaedics, Nephrology",Dr. Dashni Nawzad Said
H538,Zakho General Hospital 538,Zakho,Teaching,181,"Paediatrics, Orthopaedics",Dr. Randa Saeed Nasser
H539,Sulaymaniyah General Hospital 539,Sulaymaniyah,Private,564,"Emergency, Cardiology",Dr. Shilan Ihsan Karimi
H540,Erbil Specialist Hospital 540,Erbil,Private,682,"Nephrology, Neurology, Surgery, General",Dr. Salih Sherzad Karimi
H541,Halabja Community Hospital 541,Halabja,Specialist,472,"Surgery, Cardiac Surgery, Cardiology, Emergency",Dr. Saman Mustafa Tahir
H542,Sulaymaniyah Teaching Hospital 542,Sulaymaniyah,Public,639,"Nephrology, Emergency",Dr. Nawzad Mohammed Aziz
H543,Sulaymaniyah General Hospital 543,Sulaymaniyah,Private,146,"Orthopaedics, Nephrology, Research, Haematology",Dr. Chnar Farid Nuri
H544,Zakho Private Hospital 544,Zakho,Public,545,"Paediatrics, General, Neurology",Dr. Shilan Aziz Hama
H545,Sulaymaniyah Private Hospital 545,Sulaymaniyah,Specialist,347,"Emergency, Cardiology, Nephrology, Endocrinology",Dr. Zhyan Hama Hassan
H546,Erbil Teaching Hospital 546,Erbil,Private,328,"Orthopaedics, Endocrinology, Oncology, General",Dr. Narin Aryan Tahir
H547,Zakho General Hospital 547,Zakho,Specialist,450,"Cardiology, Neurology, Surgery",Dr. Wrya Mohammed Ahmad
H548,Zakho Medical Hospital 548,Zakho,Teaching,520,"Endocrinology, Cardiac Surgery, Oncology",Dr. Avan Ihsan Mustafa
H549,Zakho Private Hospital 549,Zakho,Public,250,"Cardiology, Haematology",Dr. Rebaz Farhad Aziz
H550,Erbil General Hospital 550,Erbil,Teaching,500,"Nephrology, Mental Health, Cardiac Surgery, General",Dr. Sardar Salam Hasan
H551,Halabja Medical Hospital 551,Halabja,Specialist,522,"General, Haematology",Dr. Sardar Aziz Tahir
H552,Halabja Community Hospital 552,Halabja,Specialist,669,"Haematology, Emergency, Nephrology",Dr. Mazin Kamaran Rashid
H553,Sulaymaniyah Teaching Hospital 553,Sulaymaniyah,Public,375,"Paediatrics, General, Endocrinology, Nephrology",Dr. Salih Aziz Hassan
H554,Halabja Medical Hospital 554,Halabja,Public,622,"Neurology, Mental Health",Dr. Alan Salam Nuri
H555,Sulaymaniyah Teaching Hospital 555,Sulaymaniyah,Teaching,597,"Orthopaedics, General, Haematology",Dr. Rebaz Dara Salih
H556,Halabja Private Hospital 556,Halabja,Private,299,"Surgery, Orthopaedics, Emergency, Mental Health",Dr. Dashni Hama Qadir
H557,Erbil Community Hospital 557,Erbil,Teaching,604,"Oncology, Nephrology, Surgery",Dr. Avan Rizgar Tahir
H558,Halabja Specialist Hospital 558,Halabja,Private,685,"Neurology, Research, Endocrinology, Cardiology",Dr. Randa Aryan Omar
H559,Erbil Teaching Hospital 559,Erbil,Specialist,557,"Surgery, Oncology, Orthopaedics",Dr. Jalal Raber Taha
H560,Halabja Private Hospital 560,Halabja,Private,198,"Orthopaedics, Haematology, Emergency",Dr. Mazin Raber Hassan
H561,Erbil Specialist Hospital 561,Erbil,Teaching,581,"Orthopaedics, Haematology, Neurology, Paediatrics",Dr. Saman Nawzad Omar
H562,Duhok Community Hospital 562,Duhok,Teaching,150,"Cardiac Surgery, Paediatrics, Nephrology",Dr. Zeynep Ihsan Karim
H563,Erbil Teaching Hospital 563,Erbil,Public,518,"Haematology, Orthopaedics",Dr. Vian Barzan Saeed
H564,Halabja Medical Hospital 564,Halabja,Teaching,416,"Haematology, General, Cardiology",Dr. Fuad Dara Hassan
H565,Halabja General Hospital 565,Halabja,Teaching,309,"Cardiac Surgery, Endocrinology",Dr. Shilan Barzan Faris
H566,Sulaymaniyah Community Hospital 566,Sulaymaniyah,Private,438,"Cardiac Surgery, Neurology",Dr. Karwan Omar Omar
H567,Halabja Medical Hospital 567,Halabja,Specialist,81,"Cardiology, Neurology",Dr. Helin Jamal Mustafa
H568,Erbil Community Hospital 568,Erbil,Teaching,399,"Oncology, Haematology, Cardiac Surgery, General",Dr. Vian Kamaran Hama
H569,Duhok Medical Hospital 569,Duhok,Specialist,562,"Neurology, Oncology, Cardiac Surgery",Dr. Mazin Jamal Aziz
H570,Duhok Teaching Hospital 570,Duhok,Public,253,"Paediatrics, Cardiology, Neurology",Dr. Rozhan Mustafa Othman
H571,Duhok Private Hospital 571,Duhok,Teaching,470,"Research, Neurology, Nephrology, Emergency",Dr. Bestun Aziz Hassan
H572,Sulaymaniyah General Hospital 572,Sulaymaniyah,Specialist,190,"Cardiology, Emergency",Dr. Avan Fuad Rashid
H573,Sulaymaniyah Community Hospital 573,Sulaymaniyah,Teaching,178,"Endocrinology, Emergency, Paediatrics",Dr. Hawkar Farhad Faris
H574,Sulaymaniyah Medical Hospital 574,Sulaymaniyah,Public,644,"Orthopaedics, Surgery, Research, Mental Health",Dr. Tara Rizgar Hama
H575,Zakho General Hospital 575,Zakho,Public,466,"Orthopaedics, Neurology, General, Emergency",Dr. Xezal Mohammed Said
H576,Erbil General Hospital 576,Erbil,Teaching,69,"Haematology, Endocrinology",Dr. Mazin Saber Aziz
H577,Duhok Community Hospital 577,Duhok,Specialist,84,"Orthopaedics, Cardiac Surgery, Paediatrics",Dr. Layla Kamaran Omar
H578,Sulaymaniyah Medical Hospital 578,Sulaymaniyah,Teaching,177,"Research, Cardiac Surgery, Mental Health, Emergency",Dr. Saman Mustafa Saeed
H579,Halabja Specialist Hospital 579,Halabja,Specialist,488,"Neurology, Emergency, Cardiac Surgery",Dr. Kamaran Hama Salih
H580,Sulaymaniyah General Hospital 580,Sulaymaniyah,Specialist,183,"Endocrinology, Cardiac Surgery, Paediatrics, Research",Dr. Aryan Hama Saeed
H581,Halabja General Hospital 581,Halabja,Public,507,"Cardiology, Haematology",Dr. Kavar Saber Salih
H582,Zakho Community Hospital 582,Zakho,Private,289,"Endocrinology, Neurology, Cardiac Surgery, Research",Dr. Tara Rizgar Nasser
H583,Zakho Private Hospital 583,Zakho,Private,482,"Surgery, Orthopaedics",Dr. Pishtiwan Karim Aziz
H584,Halabja Medical Hospital 584,Halabja,Public,142,"Cardiology, Mental Health, Endocrinology, General",Dr. Chnar Aziz Faris
H585,Halabja General Hospital 585,Halabja,Teaching,395,"Mental Health, Cardiac Surgery",Dr. Chnar Jamal Mustafa
H586,Sulaymaniyah General Hospital 586,Sulaymaniyah,Teaching,622,"Nephrology, Endocrinology, Emergency",Dr. Rozhan Omar Ahmad
H587,Duhok Teaching Hospital 587,Duhok,Teaching,203,"Cardiac Surgery, Mental Health, Orthopaedics, Research",Dr. Jalal Salam Hama
H588,Sulaymaniyah Medical Hospital 588,Sulaymaniyah,Specialist,417,"Mental Health, Surgery",Dr. Zeynep Rizgar Karim
H589,Halabja Community Hospital 589,Halabja,Public,191,"Mental Health, Orthopaedics",Dr. Alan Hama Mahmoud
H590,Duhok Private Hospital 590,Duhok,Public,399,"Cardiac Surgery, Paediatrics, Cardiology",Dr. Salih Raber Rashid
H591,Erbil Community Hospital 591,Erbil,Teaching,124,"General, Mental Health, Surgery",Dr. Layla Fuad Hasan
H592,Erbil General Hospital 592,Erbil,Specialist,313,"Cardiology, Nephrology, Neurology",Dr. Narin Jamal Ahmad
H593,Erbil General Hospital 593,Erbil,Specialist,421,"Nephrology, Surgery, Orthopaedics, General",Dr. Saman Bakr Salih
H594,Zakho Teaching Hospital 594,Zakho,Teaching,239,"Nephrology, Endocrinology, Mental Health, Surgery",Dr. Mazin Fuad Othman
H595,Zakho Specialist Hospital 595,Zakho,Public,107,"Mental Health, Cardiac Surgery, Paediatrics, Endocrinology",Dr. Aryan Raber Said
H596,Erbil Private Hospital 596,Erbil,Private,392,"Research, Orthopaedics",Dr. Hawkar Bakr Mustafa
H597,Halabja General Hospital 597,Halabja,Specialist,635,"Oncology, Endocrinology, Nephrology, Haematology",Dr. Nawzad Mohammed Qadir
H598,Zakho Private Hospital 598,Zakho,Private,604,"Haematology, Cardiac Surgery, General",Dr. Bestun Barzan Taha
H599,Halabja Teaching Hospital 599,Halabja,Specialist,364,"Mental Health, Research, Paediatrics, Cardiology",Dr. Zeynep Saeed Othman
H600,Halabja Teaching Hospital 600,Halabja,Public,64,"Endocrinology, Cardiac Surgery",Dr. Helin Rizgar Karim
H601,Erbil Private Hospital 601,Erbil,Private,549,"Nephrology, General, Paediatrics, Endocrinology",Dr. Salih Saeed Karimi
H602,Halabja Private Hospital 602,Halabja,Private,218,"Endocrinology, Cardiac Surgery, Haematology, Nephrology",Dr. Zhyan Fuad Ahmad
H603,Erbil Community Hospital 603,Erbil,Private,495,"Orthopaedics, Neurology, Surgery, Endocrinology",Dr. Rebaz Karim Salih
H604,Halabja Medical Hospital 604,Halabja,Specialist,405,"Mental Health, Oncology, Emergency",Dr. Dilan Fuad Salih
H605,Duhok Specialist Hospital 605,Duhok,Specialist,532,"Research, Paediatrics, Oncology",Dr. Zeynep Barzan Othman
H606,Duhok General Hospital 606,Duhok,Specialist,650,"Surgery, Oncology, Nephrology, Cardiology",Dr. Pishtiwan Fuad Karim
H607,Halabja Specialist Hospital 607,Halabja,Public,248,"Nephrology, Endocrinology",Dr. Saman Hama Rashid
H608,Sulaymaniyah General Hospital 608,Sulaymaniyah,Specialist,676,"Haematology, Oncology",Dr. Lana Mohammed Taha
H609,Sulaymaniyah Private Hospital 609,Sulaymaniyah,Private,430,"Mental Health, Neurology, Research",Dr. Chnar Ihsan Nuri
H610,Erbil Community Hospital 610,Erbil,Public,440,"Endocrinology, General, Paediatrics, Neurology",Dr. Lana Hama Mustafa
H611,Zakho Community Hospital 611,Zakho,Teaching,526,"Oncology, Mental Health, Nephrology",Dr. Zeynep Karim Karim
H612,Duhok General Hospital 612,Duhok,Private,543,"Research, Cardiac Surgery",Dr. Kamaran Aryan Hassan
H613,Erbil Private Hospital 613,Erbil,Specialist,664,"Nephrology, Orthopaedics, Haematology",Dr. Kavar Salam Rashid
H614,Zakho Medical Hospital 614,Zakho,Private,203,"Orthopaedics, Neurology",Dr. Jalal Barzan Ahmad
H615,Zakho Teaching Hospital 615,Zakho,Specialist,230,"Orthopaedics, Paediatrics, Oncology, Nephrology",Dr. Dara Hama Hasan
H616,Sulaymaniyah General Hospital 616,Sulaymaniyah,Private,532,"Orthopaedics, Endocrinology",Dr. Dilan Aziz Said
H617,Halabja Specialist Hospital 617,Halabja,Teaching,84,"Mental Health, Orthopaedics",Dr. Kavar Karim Faris
H618,Erbil Specialist Hospital 618,Erbil,Private,176,"Orthopaedics, Nephrology",Dr. Jalal Mustafa Aziz
H619,Sulaymaniyah Community Hospital 619,Sulaymaniyah,Public,180,"Research, Haematology, Mental Health",Dr. Xezal Farhad Karim
H620,Halabja Private Hospital 620,Halabja,Private,500,"Neurology, Paediatrics",Dr. Hawkar Aryan Aziz
H621,Duhok Private Hospital 621,Duhok,Specialist,603,"Cardiology, Paediatrics, Haematology, Emergency",Dr. Sardar Farhad Hama
H622,Zakho Specialist Hospital 622,Zakho,Teaching,359,"Nephrology, Cardiac Surgery, Research",Dr. Avan Jalal Tahir
H623,Zakho Private Hospital 623,Zakho,Private,495,"Surgery, Endocrinology, Orthopaedics, Paediatrics",Dr. Rozhan Aziz Ali
H624,Sulaymaniyah Private Hospital 624,Sulaymaniyah,Private,666,"Mental Health, Paediatrics",Dr. Bestun Latif Aziz
H625,Duhok Community Hospital 625,Duhok,Private,588,"Neurology, Cardiac Surgery",Dr. Farhad Salam Hama
H626,Halabja General Hospital 626,Halabja,Specialist,580,"Emergency, Paediatrics",Dr. Kavar Rizgar Taha
H627,Erbil Private Hospital 627,Erbil,Public,658,"General, Orthopaedics, Oncology",Dr. Fuad Barzan Hasan
H628,Zakho Specialist Hospital 628,Zakho,Public,180,"Endocrinology, Cardiology, Mental Health",Dr. Vian Aziz Mahmoud
H629,Zakho Medical Hospital 629,Zakho,Public,462,"Mental Health, Surgery, Haematology, Nephrology",Dr. Dashni Ihsan Salih
H630,Zakho Medical Hospital 630,Zakho,Specialist,302,"Cardiology, Neurology, Emergency",Dr. Avan Raber Hasan
H631,Duhok Private Hospital 631,Duhok,Teaching,239,"Cardiology, Cardiac Surgery, General, Orthopaedics",Dr. Saman Farid Karim
H632,Zakho Teaching Hospital 632,Zakho,Teaching,629,"Cardiology, Research",Dr. Zeynep Ihsan Othman
H633,Zakho Specialist Hospital 633,Zakho,Specialist,283,"Emergency, Mental Health",Dr. Azad Sherzad Kadir
H634,Halabja Specialist Hospital 634,Halabja,Teaching,378,"Neurology, General, Orthopaedics, Surgery",Dr. Rozhan Nawzad Tahir
H635,Zakho Private Hospital 635,Zakho,Public,575,"Research, Orthopaedics, Cardiology, Paediatrics",Dr. Rebaz Salam Karimi
H636,Erbil Teaching Hospital 636,Erbil,Private,528,"Nephrology, Cardiology, General, Mental Health",Dr. Kavar Jamal Othman
H637,Zakho Teaching Hospital 637,Zakho,Specialist,259,"Cardiac Surgery, Oncology, Research, Haematology",Dr. Dara Bakr Taha
H638,Duhok Community Hospital 638,Duhok,Public,486,"Neurology, Emergency, Orthopaedics",Dr. Zeynep Aziz Nasser
H639,Halabja General Hospital 639,Halabja,Teaching,611,"Emergency, General",Dr. Salih Nawzad Mahmoud
H640,Erbil Private Hospital 640,Erbil,Specialist,366,"Orthopaedics, Cardiac Surgery, Oncology",Dr. Saman Saeed Faris
H641,Halabja Community Hospital 641,Halabja,Teaching,678,"Cardiac Surgery, Orthopaedics, Mental Health, Paediatrics",Dr. Xezal Farhad Kadir
H642,Erbil Medical Hospital 642,Erbil,Public,663,"Endocrinology, General, Emergency",Dr. Helin Fuad Nasser
H643,Zakho Specialist Hospital 643,Zakho,Public,64,"Mental Health, Nephrology, Research, Endocrinology",Dr. Rozhan Barzan Karim
H644,Sulaymaniyah Private Hospital 644,Sulaymaniyah,Teaching,311,"Haematology, Nephrology, Emergency",Dr. Rebaz Mustafa Taha
H645,Sulaymaniyah Community Hospital 645,Sulaymaniyah,Teaching,183,"Endocrinology, Surgery, General",Dr. Fuad Aryan Hassan
H646,Duhok Medical Hospital 646,Duhok,Private,503,"Research, Cardiology, Surgery",Dr. Jalal Mustafa Salih
H647,Zakho Medical Hospital 647,Zakho,Private,505,"Emergency, Surgery",Dr. Pishtiwan Ihsan Kadir
